bib,title,num,type,note,review,reviewer,source
12345266,Pontifical (fragment).,7,o,"The same sequence of prayer appears in a series of instructions for prayers before mass at ff.32v-33v in the Pontifical of Yves de Mayeuc (Rennes, Bibliothèque de Rennes Métropole MS 1278), which is written in a very similar hand. It also appears in two Parisian printed missals considered in Robert Lippe, Missale Romanum Mediolani, 1474: a collation with other editions printed before 1570 (London: Henry Bradshaw Society, 1899-1907) vol. II, 378-9, one printed in 1530 by Fr. Regnault, the other in 1540 by vidua Th. Kerver.",y,dm,dm
12345979,"Perpetual bond and talon, 1648-2003.",1,o,Paper seal in upper left corner of bond.,y,dm,dm
12346613,"Edward, Edward, 1763.",1,o,Accompanied by a copy of the Bonhams catalog description.,y,dm,dm
12346613,"Edward, Edward, 1763.",2,o,Annotated in pencil on manuscript guard in a nineteenth-century hand: Ld. Hailes.,y,dm,dm
12346613,"Edward, Edward, 1763.",3,o,"First line: What does your brand sae bludy, Edward, Edward?",y,dm,dm
12347522,The First [... fourth] booke of architecture.,1,o,"Comprises 185 pages of text, 82 pages of drawings.",y,dm,dm
12347522,The First [... fourth] booke of architecture.,2,o,"Binding: 18th or 19th century full calf, with leather title label reading ""Palladio's Architectur .MS."" on spine.",y,dm,dm
12347522,The First [... fourth] booke of architecture.,3,o,Contact the Curator of Rare Books and Manuscripts for additional information on: details of the text present in the manuscript; watermarks used throughout the volume; a complete correspondence between illustrations in the 1570 edition of the text and those in the manuscript.,y,dm,dm
12348704,"Map of Fort Gibson Reserve, Creek Nation, [circa 1835].",1,o,"Title on verso: A Map of Fort Gibson Reserve, C. Nation",y,dm,dm
12348877,"Notes relating to finances of Gallatin County, Montana Territory, 1881.",1,o,"""Devoted to the Development of Eastern Montana and the Encouragement of all Industrial Pursuits.""",y,dm,dm
12349168,Ordinary of arms : Thomas Jenyns book.,1,o,Autograph and notes by Sir Syndey Cockerell on front flyleaf; autograph of Brian S. Cron on front flyleaf.,y,dm,dm
12349168,Ordinary of arms : Thomas Jenyns book.,2,o,"Layout: coats of arms arranged in three rows of four on each page, with descriptive notes above each.",y,dm,dm
12349168,Ordinary of arms : Thomas Jenyns book.,3,o,Script: cursive bookhand.,y,dm,dm
12349168,Ordinary of arms : Thomas Jenyns book.,4,o,Decoration: coats of arms in full color; some initials in red or blue.,y,dm,dm
12349168,Ordinary of arms : Thomas Jenyns book.,5,o,Binding: contemporary binding of reversed white leather over wooden boards.,y,dm,dm
12350001,"Lancelot du Lac : Part I, sections A and B.",1,o,Layout: double columns of 50-53 lines.,y,dm,dm
12350001,"Lancelot du Lac : Part I, sections A and B.",2,o,Script: gothic (multiple scribes).,y,dm,dm
12350001,"Lancelot du Lac : Part I, sections A and B.",3,o,Decoration: large historiated initial at the opening of each section; smaller initials in red and blue penwork.,y,dm,dm
12350001,"Lancelot du Lac : Part I, sections A and B.",4,o,Binding: early nineteenth-century? red silk velvet binding; gilt decoration on spine. Gilt leather spine tag: Lancelot du Lac. M S.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,1,o,Title of Aṭbāq al-dhahab from folio 1a.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,2,o,Title of Aṭwāq al-dhahab fī al-mawāʻiẓ wa-al-khuṭab from reference sources.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,3,o,"Incipit of Aṭbāq al-dhahab: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī. Allāhumma innā naḥmaduka ʻalá mā asbalta min shaʼābīb karamik wa-sabbalta min jalābīb niʻamik wa-nashkuruka ʻalá mā afadta min kalimātika al-tāmmah wa-afdta min hibātika al-ʻāmmah wa-afḍta min ladhādhāt maʻrifatika wa-nafaḍta min radhādhāt ʻārifatika wa-nuthnī ʻalayka bi-mā asalta min ḍaḥḍāḥ al-ʻulūm wa-ghasalta ʻannā min awḍāḥ al-luʼm wa-kaḥaltanā bi-burūd yaqīnika wa-naḥaltanā min jūd yamīnika shukran yamlaʼu khāṣirat al-majhūd wa-ḥamdan yalīqu bi-al-ḥāmid dūna al-maḥmūd ...""",?,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,4,o,"Secundo folio of Aṭbāq al-dhahab: al-shahawāt, wa-arshidnā fī ghayāhib al-shubuhāt.",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,5,o,"Incipit of Aṭwāq al-dhahab fī al-mawāʻiẓ wa-al-khuṭab: ""Bismillāh al-Raḥmān al-Raḥīm. Allāhumma innī aḥmaduka ʻalá mā anzalta ilayya min niʻmatik wa-mā azalta ʻannī min niqmatik ʻalá annī lam akun ahlan lil-ūlá wa-kuntu bi-al-thāniyah awlá lawlā faḍlun minka sābiq ḥamd al-ḥāmid warāʼahu yuqṭaf wa-in aʻnaqa fa-ka-annahu maṣfūd yursaf ...""",?,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,6,o,Secundo folio of Aṭwāq al-dhahab fī al-mawāʻiẓ wa-al-khuṭab: al-fiʼah allatī bi-iḥsānik al-mutaẓāhir.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,7,o,"9.5 x 13 cm; written surface: 6 x 9.5 cm, 13 lines per page.",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,8,o,Binding: In dark brown leather.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,9,o,In fair naskh/ruqʻah script; headings and markings in red; catchwords.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,10,o,On folio 1a: Kitāb Aṭbāq al-dhahab lil-ʻAllāmah al-muḥaqqiq Muḥammad Shufurwah raḥimahu Allāh. Aṭwāq al-dhahab lil-ʻAllāmh al-Zamakhsharī raḥimahu Allāh.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,11,o,"On folio 1a an ownership note: ""Min minaḥ al-fayyāḍ al-muṭlaq ladá ʻabdihi al-mudhnib Aḥmad ibn Ḥusayn al-Kīwānī al-Shāmī bi-Qusṭanṭīnīyah al-maḥmīyah sanat 1147 [1734/1735]."" (Probably the melancholic and aloof poet from Damascus, Syria, d. 1173 H/1759 or 1760. Cf. Ziriklī, al-Aʻlām, 1:118)",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,12,o,"On folio 77a: ""Muʼallif hādhā al-kitāb Shams al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Iṣfahānī al-maʻrūf bi-Shufrūh taghammadahu Allāh bi-raḥmatih wa-anālahu buḥbūḥat jannatih bi-Muḥammad wa-ʻitratih wa-ṣaḥbihi ajmaʻīn. Wa-yatlūhu al-Aṭwāq lil-Zamakhsharī raḥmat Allāh ʻalayh.""",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,13,o,"On folios 77a-77b: ""ʻAbd al-Muʼmin ibn Hibat Allāh Muḥammad ibn Hibat Allāh ibn Ḥamzah al-maʻrūf bi-Shawrwah bi-al-Shīn al-muʻjamah wa-al-wāw wa-al-rāʼ al-sākinah baʻdahā wāw wa-hāʼ, Sharaf al-Dīn ibn Nūr al-Dīn ibn Wajīh al-Dīn al-Iṣbahānī, kāna jadduhu qāḍī Iṣbahān, wa-kāna wāliduhu Nūr al-Dīn wāʻiẓan ḥāfiẓan. Waṣala Shawrwah ilá Dimashq akhira ayyām Nūr al-Dīn al-Shahīd wa-ʻaqada majlis waʻẓ ḥaḍrata Nūr al-Dīn wa-aslama ʻalá yadihi awwala yawm ṣaghīr Naṣrānī fa-qāla badīhan: 'Naṣabnā fikhākhan fa-iṣṭadnā farkhan ...""",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,14,o,On folios 78a-78b verses by Ibn al-Fāriḍ.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,15,o,On folios 79a-80a biographical information about Jār Allāh al-Zamakhsharī.,y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,16,o,"On folio 81a: ""Hādhā Kitāb Aṭwāq al-dhahab.""",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,17,o,"Colophon of Aṭbāq al-dhahab: ""... Wa-al-ḥamud lillāh Rabb al-ʻĀlamīn. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ālihi al-ṭāhirīn wa-aṣḥābihi al-fāḍilīn wa-anṣārihi al-Muhājirīn, wa-sallam taslīman. Najazat hādhihi al-nuskhah al-mubārakah fī yawm al-Sabt al-ʻishrīn min Ramaḍān al-muʻaẓẓam li-sanat arbaʻah wa-khamsīn wa-sabʻimiʼah Hijrīyah.""",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,18,o,"Translation of the colophon of Aṭbāq al-dhahab: ""Praise be to God Lord of the Universe. May God pray on our Master Muḥammad, his virtuous family, his honorable companions and his supporters, the Muhājirīn, and grant them abundant peace. This blessed copy was completed on Saturday, the 20th of honorable Ramaḍān, 754 of the Hijrah [19 October, 1353].""",y,dm,dm
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,19,o,"Colophon of Aṭwāq al-dhahab fī al-mawāʻiẓ wa-al-khuṭab: No colophon. Text ends with ""al-Maqālah al-miʼah"" (Sermon 100), as follows: ""Lam tarḍa li-sharābika illā an yurawwaq wa-an yuṣaffá wa-yuṣaffaqa, wa-illā ramayta bi-mujājatihi, wa-rubbamā anḥayta ʻalá zujājatihi, fa-kayfa raḍīta li-dīnaka bi-al-qadhá, wa-al-muʼminu lā yarḍá li-dīnihi bi-dhā? Wa-Allāh aʻlam bi-al-ṣawāb wa-ilayhi al-marjiʻ wa-al-maʼāb.""",y,dm,dm
12350996,Epistolae morales ad Lucillium (fragment),1,o,Layout: single columns of 28 lines.,y,dm,dm
12350996,Epistolae morales ad Lucillium (fragment),2,o,Script: humanist.,y,dm,dm
12350996,Epistolae morales ad Lucillium (fragment),3,o,"Decoration: Illuminated initial, gilt; title in red ink.",y,dm,dm
12352327,"A particular of the manor, capital messuage or mansion house, several freehold messuages or tenements, farms and lands late the estate of Jas. Nelthorpe Esq. deceased situate and being in Seacroft in the Parish of Whitkirk in the West Riding of the County of York, 1767.",1,o,With a docket title on final page. Written in secretary hand.,y,dm,dm
12352650,"Letter : Rome, to Cardinal Albrecht of Brandenburg.",1,o,Layout: single column of five lines.,y,dm,dm
12352650,"Letter : Rome, to Cardinal Albrecht of Brandenburg.",2,o,Script: italic cursive.,y,dm,dm
12352666,Bible (fragment),1,o,Recovered from a binding.,y,dm,dm
12352666,Bible (fragment),2,o,Layout: double columns of 50 lines.,y,dm,dm
12352666,Bible (fragment),3,o,Script: late Carolingian.,y,dm,dm
12352670,Vitae sanctorum (fragment),1,o,Fragment removed from a binding.,y,dm,dm
12352670,Vitae sanctorum (fragment),2,o,Layout: double columns of 32 lines.,y,dm,dm
12352670,Vitae sanctorum (fragment),3,o,Script: late Carolingian.,y,dm,dm
12354695,Comedies (fragments),1,o,"Attributed to the Florentine scribe ""Messer Marco"" (Giovanni d'Astore?).",y,dm,dm
12354695,Comedies (fragments),2,o,Layout: single columns of 30 lines.,y,dm,dm
12354695,Comedies (fragments),3,o,Script: humanist script.,y,dm,dm
12354695,Comedies (fragments),4,o,Decoration: initials in blue ink.,y,dm,dm
12354747,Vitae sanctorum (fragment).,1,o,Layout: double columns of 40 lines.,y,dm,dm
12354747,Vitae sanctorum (fragment).,2,o,Script: early gothic minuscule.,y,dm,dm
12355724,"Tonia, [circa 1894].",1,o,In portfolio with bookplate of Ray Livingston Murphy.,y,dm,dm
12370213,"The manner how to keep books of accompts after the order of debitor & creditor : & as well for proper accompts partible &c : by the three books named the memoriall, journall, and leager : and of other necessaries appertaining to ... an able merchant, 1661.",1,o,Binding: contemporary parchment.,y,dm,dm
12371888,"Satyromastix, sive, Castigones criticae in Sectani Satyras ... , [circa 1694].",1,a,Title from caption.,y,dm,dm
12371888,"Satyromastix, sive, Castigones criticae in Sectani Satyras ... , [circa 1694].",2,o,Leaves numbered 1-48.,y,dm,dm
12371888,"Satyromastix, sive, Castigones criticae in Sectani Satyras ... , [circa 1694].",3,o,"Colophon: ""Emmanuel Martinus Ludibundus hunc Satyromastigen scripsit anno MDCXCIV, Romae.""",y,dm,dm
12372912,"Patent of nobility granted to Domenico Colonna, 1671 April 10.",1,o,Heraldic frontispiece and other illustrations in colored ink and wash; borders gilt.,y,dm,dm
12372912,"Patent of nobility granted to Domenico Colonna, 1671 April 10.",2,o,Binding: velvet on boards.,y,dm,dm
12377752,"Théorie de la banque à fonds unis, [circa 1840].",1,w,"Full title: Théorie de la banque à fonds unis: fondée sur les documents recueillis en Angleterre dans les establissemens bases sur ce principe, dans les procès-verbaux des comités secrets du parlement, ou extraits des divers ouvrages publiés sur ce sujet dans les trios royaumes et en Amérique.",y,dm,dm
12378889,"Account of the life of Arthur Dobbs, [18--?]",1,a,Title devised by cataloger.,y,dm,dm
12382689,"Writings, [circa 1834-1852].",1,w,Spine title: Deserted City by E. M.,y,dm,dm
12382689,"Writings, [circa 1834-1852].",2,o,"Binding: contemporary full polished calf, gold tooled border on boards; compartmented spine, gilt; leather spine tag.",y,dm,dm
12383798,"Annotations in Les oeuvres de M. Honorat de Beuil, chevalier, seigneur de Racan, [circa 1800].",1,o,"Volume 1, preliminary leaf: autograph manuscript inscription by Charles Nodier, signed, undated, about the annotations and ode by Racan.",y,dm,dm
12384163,Illuminated initial (fragment).,1,o,"Decoration: large illuminated initial ""S"" containing full figure of John the Baptist standing by the Jordan, holding a scroll containing the opening words to the Agnus Dei, which terminates in the figure of a small lamb with halo. Gilt frame.",y,dm,dm
12384163,Illuminated initial (fragment).,2,o,In modern mat and frame.,y,dm,dm
12384194,Illuminated initial (fragment).,1,o,"Decoration: large illuminated initial ""A"" depicting the visit of the two Marys to the tomb of Jesus as described in Matthew 28: 1-4. Gilt frame.",y,dm,dm
12384194,Illuminated initial (fragment).,2,o,In modern mat and frame.,y,dm,dm
12384218,Illuminated initial (fragment).,1,o,"Decoration: large historiated initial ""D"" containing kneeling figure of King David. Gilt frame with elaborate floral motif.",y,dm,dm
12384218,Illuminated initial (fragment).,2,o,In modern mat and frame.,y,dm,dm
12384378,Portolano for the western Mediterranean.,1,o,Damaged: coastline of Greece missing; severe fading.,y,dm,dm
12384378,Portolano for the western Mediterranean.,2,o,Decoration: illustrations of five emblematic rulers and one of the Virgin Mary at the top of the portolan; three compass roses and strapwork.,y,dm,dm
12386285,"Commonplace book, 1754 January-1755 December.",1,a,Title from spine.,y,dm,dm
12386285,"Commonplace book, 1754 January-1755 December.",2,o,"Contains ownership inscription by William Mason, 1801; presentation inscription from “Mr. Mason,” Wolfscote, to Thomas Bateman, Lomberdale, 1856 December 27; and a bookplate of an unidentified former owner.",y,dm,dm
12386285,"Commonplace book, 1754 January-1755 December.",3,o,Binding: vellum.,y,dm,dm
12390764,"Album of poems, 1849-1856.",1,o,"With autograph note tipped in front: ""Bequeathed to my very dear friend, Mr. A. E. Ward, in grateful appreciation of the knowledge that these mss. of W. J. Linton's, together with some of the author's books, which were treasured by my revered father (1825-1893) in memory of their great friendship, will find a welcome home in his library. Geo Robt Vine 1927.""",y,dm,dm
12400290,Reading notes and excerpts on alchemy and related subjects.,1,o,In English and Latin.,y,dm,dm
12400290,Reading notes and excerpts on alchemy and related subjects.,2,o,Binding: Unbound; preserved in a folder.,y,dm,dm
12400290,Reading notes and excerpts on alchemy and related subjects.,3,o,Inks shade from light to dark brown. No illustration or ornament.,y,dm,dm
12400290,Reading notes and excerpts on alchemy and related subjects.,4,o,Remnants of a wax seal on.,y,dm,dm
12408129,"Pikes Peak gold rush journal, 1860 April 4-May 23.",1,o,"Includes typed transcript of the journal, possibly created by the dealer.",y,dm,dm
12409607,"Scrapbook, 1873-1884.",1,o,"Accompanied by a manuscript note: ""Nov. 17 '64 / memo: / This is just one (the only one I have) of Maj. S. Willard Sexton's several scrapbooks, made, I suppose, around 1880-1900. / [signature indecipherable] (grandson)""",y,dm,dm
12419701,Commentary on Proverbs.,1,o,"Armorial bookplate of William John Monson, Baron Monson on front pastedown.",y,dm,dm
12419701,Commentary on Proverbs.,2,o,Ownership inscription of Anthony Watson on recto of first front endleaf.,y,dm,dm
12419701,Commentary on Proverbs.,3,o,"Ownership inscription of ""roberti di cantuaria"" on verso of final front endleaf.",y,dm,dm
12419701,Commentary on Proverbs.,4,o,Layout: single columns of 31 lines.,y,dm,dm
12419701,Commentary on Proverbs.,5,o,Script: English book hand.,y,dm,dm
12419701,Commentary on Proverbs.,6,o,"Decoration: Rubricated. Two-line initials in red, blue or green with contrasting penwork; two larger initials in red, blue and green with penwork flourishes. Large illuminated initial (f1r) in gold, enclosing gold foliage on blue and green grounds.",y,dm,dm
12419701,Commentary on Proverbs.,7,o,Binding: nineteenth-century tooled brown leather over pasteboards; gold-lettered spine.,y,dm,dm
12425000,Notarial registers.,1,o,"Annotated on volume one's front cover in an eighteenth-century? hand: ""Berterii, Antoine. Notaire à Espinas. 1483-1504. notulaire.""",y,dm,dm
12425000,Notarial registers.,2,o,"Annotated on volume two's front cover in an eighteenth-century? hand: ""Berterii No[tair]e à Espinas. 1483-1504. Ordonnes.""",y,dm,dm
12425000,Notarial registers.,3,o,Layout: single columns with wide left margins.,y,dm,dm
12425000,Notarial registers.,4,o,Script: French cursive.,y,dm,dm
12425000,Notarial registers.,5,o,"Binding: volume one bound in contemporary manuscript waste (charter from 1435), stitched.",y,dm,dm
12425000,Notarial registers.,6,o,"Binding: volume two bound in contemporary manuscript waste, stitched, deteriorated.",y,dm,dm
12426116,Psalter (incomplete).,1,o,"Engraved portrait bookplate? on front pastedown of Gerardus, dux Juliæ et Montium, Comes Ravensburgæ, Fundator ordinis anno 1444.",y,dm,dm
12426116,Psalter (incomplete).,2,o,Layout: single columns of 14 lines.,y,dm,dm
12426116,Psalter (incomplete).,3,o,Script: gothic bookhand.,y,dm,dm
12426116,Psalter (incomplete).,4,o,"Decoration: Rubricated. Some banners with texts in margins. Six illuminated initials with gold or silver decoration: decorated silver initial (3v); birds, silver decoration (14v); Jonah, gold decoration (24v); monk with textual banner, gold decoration (35v); Virgin Mary and child, textual banner, gold decoration (43r); animal blowing instrument, silver decoration (50v); trumpeter, textual banner, gold decoration (80v).",y,dm,dm
12426116,Psalter (incomplete).,5,o,Binding: modern.,y,dm,dm
12426232,"A docquet of fees, to be taken by the Secretary of Antigua for the time being ...",1,o,Phillipps MS 35851 (see note below docket title).,y,dm,dm
12426232,"A docquet of fees, to be taken by the Secretary of Antigua for the time being ...",2,o,"Title continues: ""... in the several branches of his office, particularly therein mentioned ... Settled & established by his Excellency William Mathew Esq., Captain, General, & Governour in the said island of Antigua ...""",y,dm,dm
12426232,"A docquet of fees, to be taken by the Secretary of Antigua for the time being ...",3,o,"Signed, sheet 4: ""Sworn before me, this fifteenth day of Augt. 1735, William Mathew, [signed also by] John Prince, Edwd. Clarke.""",y,dm,dm
12426232,"A docquet of fees, to be taken by the Secretary of Antigua for the time being ...",4,w,"Docket title: ""The within dockett is enter'd in the journal of the council of Antigua. Patrick Wilson. D. Secty. No. 11.""",y,dm,dm
12426232,"A docquet of fees, to be taken by the Secretary of Antigua for the time being ...",5,o,With red wax seal on the first sheet.,y,dm,dm
12426250,"The tarot, [circa 1870-1885].",1,a,Title from cover.,y,dm,dm
12426371,Treatise on artillery.,1,o,"Signed, with text of leaf 31: ""Gio. Batta. Abbiate Falconetto, 1688.""",y,dm,dm
12428741,Gradual (fragment).,1,o,"Laid in: one leaf from a 13th century Italian manuscript of Platearius, Circa instans, on parchment. Double columns of 33 lines each, initials in alternating red and blue. Possibly a pastedown from the original binding of the gradual.",y,dm,dm
12428741,Gradual (fragment).,2,o,Layout: single columns containing eight lines of music of square notation on a four-line stave.,y,dm,dm
12428741,Gradual (fragment).,3,o,Script: gothic bookhand.,y,dm,dm
12428741,Gradual (fragment).,4,o,Decoration: rubricated. Small initials in red or blue ink with opposite-color flourishing.,y,dm,dm
12428741,Gradual (fragment).,5,o,Binding: nineteenth-century quarter calf.,y,dm,dm
12430204,Argumentum in librum Mercuri Trismegisti ad Cosmum Medicem.,1,o,"Colophon concludes: ""Scriptus per me phillippum butinum civem parmen[ensis].""",y,dm,dm
12430204,Argumentum in librum Mercuri Trismegisti ad Cosmum Medicem.,2,o,"Ownership inscriptions of Baron Monson on front and back endleaves, recording his purchase of this volume in Padua in 1844.",y,dm,dm
12430204,Argumentum in librum Mercuri Trismegisti ad Cosmum Medicem.,3,o,Bookplate: Armorial bookplate of Baron Monson on front pastedown.,y,dm,dm
12430204,Argumentum in librum Mercuri Trismegisti ad Cosmum Medicem.,4,o,Layout: single columns of 22 lines.,y,dm,dm
12430204,Argumentum in librum Mercuri Trismegisti ad Cosmum Medicem.,5,o,Script: humanist.,y,dm,dm
12430204,Argumentum in librum Mercuri Trismegisti ad Cosmum Medicem.,6,o,"Decoration: rubricated. 13 one-line initials in gold with purple penwork tracing; two large decorated initials in burnished gold on red and blue grounds, within frames and enclosing knotwork designs.",y,dm,dm
12430204,Argumentum in librum Mercuri Trismegisti ad Cosmum Medicem.,7,o,Binding: twentieth-century full dark red morocco.,y,dm,dm
12430659,De decem praeceptis.,1,o,Tipped in: printed catalog description of manuscript from Henry Young & Sons.,y,dm,dm
12430659,De decem praeceptis.,2,o,Stencilled crest of Sir Thomas Phillipps stamped on recto of first flyleaf.,y,dm,dm
12430659,De decem praeceptis.,3,o,"Bookplate: George Dunn of Woolley Hall, pasted on front pastedown.",y,dm,dm
12430659,De decem praeceptis.,4,o,"Bookplate: Allan Heywood Bright, pasted on front pastedown.",y,dm,dm
12430659,De decem praeceptis.,5,o,Layout: double columns of 47 lines each.,y,dm,dm
12430659,De decem praeceptis.,6,o,Script: gothic textura.,y,dm,dm
12430659,De decem praeceptis.,7,o,"Decoration: marginal notes in red ink with blue penwork. One historiated initial, in full color, depicting a horned Moses holding the tablets of the Law.",y,dm,dm
12430659,De decem praeceptis.,8,o,Binding: nineteenth-century brown leather; marbled endpapers.,y,dm,dm
12432001,Notes by Charles M. Kurtz on the the Glasgow School.,1,o,"Manuscript notebook, ""originally written in Spring of 1891 ... revised 1895."" Text is densely written, in black ink.",y,dm,dm
12432025,"Traité d'architecture civile : tiré de Vignole, Daviler, & autres / Stephanus Riou, Londinensis Bonarum Artium ac Litterarum Studiosus in Universit. Genevens ... delint. & scripsit A.H.S. 1743.",1,o,Bound in contemporary calf.,y,dm,dm
12432126,"Chaos of the Sages, anonymously translated into English, with much additional matter, partly in French and Latin.",1,o,Script: Written in a careful cursive hand sloping slightly to the right in a single column 170 x 110 mm without bordering lines or ruling. the text has been partly corrected by another hand and with significant marginalia throughout by this hand in inks of different hues.,y,dm,dm
12432126,"Chaos of the Sages, anonymously translated into English, with much additional matter, partly in French and Latin.",2,o,"Watermarks: Paper watermarked with a crowned coat of arms, probably a Dutch paper not certainly identified.",y,dm,dm
12432126,"Chaos of the Sages, anonymously translated into English, with much additional matter, partly in French and Latin.",3,o,"Binding: English binding of diced brown Russia leather, a border of gilt dots around the edges of the covers, inside and out, the backstrip in compartments similarly treated, original title label on second compartment from top gold-lettered: ""Anonimo Manuscritto di un Vero Adepto."" Plain edges. Hinges and corners repaired.",y,dm,dm
12432126,"Chaos of the Sages, anonymously translated into English, with much additional matter, partly in French and Latin.",4,o,Tome 1: 1 smaller leaf 220 x 140 mm inserted after first leaf of index.,y,dm,dm
12432126,"Chaos of the Sages, anonymously translated into English, with much additional matter, partly in French and Latin.",5,o,Tome 2: 1 smaller leaf 190 x 112 mm inserted after page 157.,y,dm,dm
12432808,Marriage contract of Eleanor Ley and John Bennett.,1,o,"With wax seals appended to the four signatures: John Ley, Susanna Ley, Eleanor Ley, John Bennett.",y,dm,dm
12432808,Marriage contract of Eleanor Ley and John Bennett.,2,o,With a blind-embossed 1 shilling stamp on blue paper.,y,dm,dm
12433377,Semones domincales super evangelia et epistolas.,1,o,Signed by Conradus Gold.,y,dm,dm
12433377,Semones domincales super evangelia et epistolas.,2,o,Layout: double columns of 47 lines each.,y,dm,dm
12433377,Semones domincales super evangelia et epistolas.,3,o,Script: gothic cursive.,y,dm,dm
12433377,Semones domincales super evangelia et epistolas.,4,o,Decoration: Rubricated.,y,dm,dm
12433377,Semones domincales super evangelia et epistolas.,5,o,Binding: quarter calf.,y,dm,dm
12433447,Lectionary.,1,o,Includes musical notation (square notation on three-line staves) for Passion week lessons (57v-60v).,y,dm,dm
12433447,Lectionary.,2,o,"Paper is torn and damaged in many places and has been repaired with strips and patches of parchment manuscript waste, mostly from a fourteenth-century Latin breviary in gothic minuscule. There are also manuscript fragments from a parchment manuscript in German and Latin, possibly a Latin-German dictionary.",y,dm,dm
12433447,Lectionary.,3,o,Front pastedown contains annotations in a sixteenth-century German hand.,y,dm,dm
12433447,Lectionary.,4,o,Watermarks include Briquet 9173-9185.,y,dm,dm
12433447,Lectionary.,5,o,Layout: double columns of 33-38 lines.,y,dm,dm
12433447,Lectionary.,6,o,Script: gothic cursive.,y,dm,dm
12433447,Lectionary.,7,o,Decoration: Rubricated. Several larger initials in red ink.,y,dm,dm
12433447,Lectionary.,8,o,"Binding: contemporary blind-tooled calf over wooden boards; paneled with triple fillets on boards and central diagonal fillets, forming lozenges.",y,dm,dm
12434962,Processional.,1,o,Layout: sngle columns. Music of square notation on four-line staves with five lines of gothic bookhand.,y,dm,dm
12434962,Processional.,2,o,Script: gothic bookhand.,y,dm,dm
12434962,Processional.,3,o,Decoration: rubricated. Initials in blue or red ink with pen flourishing in red or blue ink.,y,dm,dm
12434962,Processional.,4,o,Binding: contemporary? blind-stamped leather over wood; flower-shaped metal bosses at center and corners of boards and to secure straps on upper cover (straps not present).,y,dm,dm
