bib,title,note_num,note_text,note_type,record_total_notes,a_count,w_count,o_count,aw_count,ow_count,ao_count,unknown_count,source
13114609,"Character of Queen Caroline, not after 1806.",1,Title written at top of p. [1].,a,3,2,0,1,0,0,0,0,zoe
13114609,"Character of Queen Caroline, not after 1806.",2,Date supplied by cataloger based on the year of Richard Bull's death.,a,3,2,0,1,0,0,0,0,zoe
13117769,"Lines in mosoleum at North Court, not after 1806 / by Mr. Bull.",3,Date supplied by cataloger based on the year of Richard Bull's death.,a,6,1,0,3,0,0,2,0,zoe
13118091,"To Richard Bull Esq. this is most gratefully presented by his obedient humble servant Thos. Bayles, not after 1806.",1,Date based on death date of Richard Bull.,a,2,1,0,1,0,0,0,0,zoe
13128291,Preliminary explanation of the accounts and statements submitted to the creditors : manuscript / by S. M'Gillivray.,1,Title from caption.,a,1,1,0,0,0,0,0,0,zoe
13128956,A mite cast into the treasury of the famous city of London : manuscript.,1,Title from first page.,a,2,1,1,0,0,0,0,0,zoe
13129118,De febribus : manuscript,1,Title from title page.,a,2,1,0,1,0,0,0,0,zoe
13129280,Narrative of Mr. Allen's transactions with the government : for the better management of the bye-way and cross-road posts : manuscript.,1,Title from title page.,a,2,1,0,1,0,0,0,0,zoe
13141076,Samuel Noyes diary : manuscript.,1,Title devised by cataloger.,a,3,1,0,2,0,0,0,0,zoe
13141987,Greek grammar notebook : manuscript.,1,Title devised by cataloger.,a,2,1,0,1,0,0,0,0,zoe
13142385,Jean Léon de Métivier poems : manuscript.,1,Title devised by cataloger.,a,2,1,0,1,0,0,0,0,zoe
13172803,880-01 Ḥayāt al-Qiddīs Mārī Afrām al-Suryānī : manuscript.,1,Title from caption.,a,9,2,1,4,0,2,0,0,zoe
13172803,880-01 Ḥayāt al-Qiddīs Mārī Afrām al-Suryānī : manuscript.,2,Romanization supplied by cataloger.,a,9,2,1,4,0,2,0,0,zoe
13172819,880-02 Maṭlaʻ al-nayyirayn fīmā yataʻallaqu bi-al-qudratayn : manuscript / Muḥammad ibn Muḥammad al-Sunbāwī al-Amīr al-Kabīr al-Mālikī.,1,Title from folio 2a.,a,10,2,1,6,0,1,0,0,zoe
13172819,880-02 Maṭlaʻ al-nayyirayn fīmā yataʻallaqu bi-al-qudratayn : manuscript / Muḥammad ibn Muḥammad al-Sunbāwī al-Amīr al-Kabīr al-Mālikī.,2,Romanization supplied by cataloger.,a,10,2,1,6,0,1,0,0,zoe
13172840,880-02 Sharḥ al-Manẓūmah allatī fī manāzil al-qamar : manuscript / al-Shihāb al-Sujāʻī.,1,Title from folio 2a.,a,10,2,1,4,0,3,0,0,zoe
13172840,880-02 Sharḥ al-Manẓūmah allatī fī manāzil al-qamar : manuscript / al-Shihāb al-Sujāʻī.,2,Romanization supplied by cataloger.,a,10,2,1,4,0,3,0,0,zoe
13173048,880-02 Ḥāshiyah ʻalá sharḥ al-Risālah al-ʻAḍudīyah : manuscript / Shams al-Dīn Muḥammad ibn Sālim al-Ḥifnī.,1,Title supplied by cataloger.,a,11,2,1,7,0,1,0,0,zoe
13173048,880-02 Ḥāshiyah ʻalá sharḥ al-Risālah al-ʻAḍudīyah : manuscript / Shams al-Dīn Muḥammad ibn Sālim al-Ḥifnī.,2,Romanization supplied by cataloger.,a,11,2,1,7,0,1,0,0,zoe
13173051,880-01 Laṭāʼif tataʻallaqu bi-masʼalat al-waḥdah al-qāʼilīn bi-hā ahl al-maʻārif : manuscript.,1,Title from folio 1a.,a,10,2,1,7,0,0,0,0,zoe
13173051,880-01 Laṭāʼif tataʻallaqu bi-masʼalat al-waḥdah al-qāʼilīn bi-hā ahl al-maʻārif : manuscript.,2,Romanization supplied by cataloger.,a,10,2,1,7,0,0,0,0,zoe
13173097,880-02 ʻAqīlat atrāb al-qaṣāʼid fī asná al-maqāṣid : manuscript / al-Qāsim ibn Fīrruh al-Shāṭibī al-Ruʻaynī.,1,Title from reference sources.,a,14,2,2,6,0,4,0,0,zoe
13173097,880-02 ʻAqīlat atrāb al-qaṣāʼid fī asná al-maqāṣid : manuscript / al-Qāsim ibn Fīrruh al-Shāṭibī al-Ruʻaynī.,2,Romanization supplied by cataloger.,a,14,2,2,6,0,4,0,0,zoe
13173106,880-02 Laqṭ al-jawāhir fī maʻrifat al-khuṭūṭ wa-al-dawāʼir : manuscript / Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,1,Title from folio 1a.,a,10,2,2,6,0,0,0,0,zoe
13173106,880-02 Laqṭ al-jawāhir fī maʻrifat al-khuṭūṭ wa-al-dawāʼir : manuscript / Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,2,Romanization supplied by cataloger.,a,10,2,2,6,0,0,0,0,zoe
13173123,880-02 Tazyīn al-mamālik bi-manāqib al-Imām Mālik : manuscript / Jalāl al-Dīn al-Suyūṭī.,1,Title from folio 1b.,a,10,2,1,6,0,1,0,0,zoe
13173123,880-02 Tazyīn al-mamālik bi-manāqib al-Imām Mālik : manuscript / Jalāl al-Dīn al-Suyūṭī.,2,Romanization supplied by cataloger.,a,10,2,1,6,0,1,0,0,zoe
13173135,880-02 Kifāyat al-muḥtāj fī qiṣṣat al-isrāʼ wa-al-miʻrāj : manuscript / Yūsuf Fakhr.,1,Title from folio 1a.,a,10,2,2,4,0,2,0,0,zoe
13173135,880-02 Kifāyat al-muḥtāj fī qiṣṣat al-isrāʼ wa-al-miʻrāj : manuscript / Yūsuf Fakhr.,2,Romanization supplied by cataloger.,a,10,2,2,4,0,2,0,0,zoe
13173152,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,1,Title from reference sources and folio 1a.,a,10,2,1,7,0,0,0,0,zoe
13173152,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,2,Romanization supplied by cataloger.,a,10,2,1,7,0,0,0,0,zoe
13173168,880-02 Sharḥ Shāfiyat Ibn al-Ḥājib : manuscript / Raḍī al-Dīn Muḥammad ibn al-Ḥasan al-Astarābādhī.,1,"Title from reference sources, the printed version and folio 1a.",a,11,2,1,8,0,0,0,0,zoe
13173168,880-02 Sharḥ Shāfiyat Ibn al-Ḥājib : manuscript / Raḍī al-Dīn Muḥammad ibn al-Ḥasan al-Astarābādhī.,2,Romanization supplied by cataloger.,a,11,2,1,8,0,0,0,0,zoe
13173176,880-02 Ḥāshiyat al-Jurjānī ʻalá Kashshāf al-Zamakhsharī : manuscript / al-Sayyid al-Sharīf al-Jurjānī.,1,Title supplied by cataloger.,a,12,2,1,7,0,2,0,0,zoe
13173176,880-02 Ḥāshiyat al-Jurjānī ʻalá Kashshāf al-Zamakhsharī : manuscript / al-Sayyid al-Sharīf al-Jurjānī.,2,Romanization supplied by cataloger.,a,12,2,1,7,0,2,0,0,zoe
13173215,880-02 al-Nafḥah al-miskīyah wa-al-tuḥfah al-Makkīyah : manuscript / Jalāl al-Dīn al-Suyūṭī.,1,Title from folio 1a.,a,10,2,1,7,0,0,0,0,zoe
13173215,880-02 al-Nafḥah al-miskīyah wa-al-tuḥfah al-Makkīyah : manuscript / Jalāl al-Dīn al-Suyūṭī.,2,Romanization supplied by cataloger.,a,10,2,1,7,0,0,0,0,zoe
13173233,880-02 Nuzʹhat al-arwāḥ fī baʻḍ awṣāf al-Jannah dār al-afrāḥ : manuscript / Yūsuf ibn Saʻīd al-Ṣafatī al-Mālikī al-Azʹharī.,1,Title from folio 1b.,a,10,2,1,6,0,1,0,0,zoe
13173233,880-02 Nuzʹhat al-arwāḥ fī baʻḍ awṣāf al-Jannah dār al-afrāḥ : manuscript / Yūsuf ibn Saʻīd al-Ṣafatī al-Mālikī al-Azʹharī.,2,Romanization supplied by cataloger.,a,10,2,1,6,0,1,0,0,zoe
13173852,In memoriam: Julius M. Keeler : manuscript.,1,Title from cover.,a,1,1,0,0,0,0,0,0,zoe
13183420,880-02 Kunh mā lā budda lil-murīd minh : manuscript / Ibn al-ʻArabī.,1,Title of Kunh mā lā budda lil-murīd minh from folio 1a.,a,18,3,2,11,0,2,0,0,zoe
13183420,880-02 Kunh mā lā budda lil-murīd minh : manuscript / Ibn al-ʻArabī.,2,Title of al-Itʹḥāfāt al-sanīyah bi-al-Aḥādīth al-Qudsīyah from folio 8a.,a,18,3,2,11,0,2,0,0,zoe
13183420,880-02 Kunh mā lā budda lil-murīd minh : manuscript / Ibn al-ʻArabī.,3,Romanization supplied by cataloger.,a,18,3,2,11,0,2,0,0,zoe
13183434,880-02 al-Farāʼid al-ḥisān fī ʻaqāʼid ahl al-īmān : manuscript / ʻIzz al-Dīn ibn ʻAlī al-Ṭanūbī al-Mālikī al-Ashʻarī.,1,Title from folio 1b.,a,12,2,1,6,0,3,0,0,zoe
13183434,880-02 al-Farāʼid al-ḥisān fī ʻaqāʼid ahl al-īmān : manuscript / ʻIzz al-Dīn ibn ʻAlī al-Ṭanūbī al-Mālikī al-Ashʻarī.,2,Romanization supplied by cataloger.,a,12,2,1,6,0,3,0,0,zoe
13183438,880-02 al-Muʻtamad al-almaʻī al-mudhahhab fī ḥall Musnad al-Imām al-Shāfiʻī al-murattab. Al-Mujallad 1 : manuscript / Muḥammad ʻĀbid ibn Aḥmad ʻAlī al-Sindī.,1,Title from folio 2b.,a,11,2,1,6,0,2,0,0,zoe
13183438,880-02 al-Muʻtamad al-almaʻī al-mudhahhab fī ḥall Musnad al-Imām al-Shāfiʻī al-murattab. Al-Mujallad 1 : manuscript / Muḥammad ʻĀbid ibn Aḥmad ʻAlī al-Sindī.,2,Romanization supplied by cataloger.,a,11,2,1,6,0,2,0,0,zoe
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",1,Title from the printed versions (title page damaged).,a,8,2,1,4,0,1,0,0,zoe
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",2,Romanization supplied by cataloger.,a,8,2,1,4,0,1,0,0,zoe
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,1,Title from folio 1a.,a,10,2,1,5,0,2,0,0,zoe
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,2,Romanization supplied by cataloger.,a,10,2,1,5,0,2,0,0,zoe
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,1,Title supplied by cataloger.,a,11,2,1,7,0,1,0,0,zoe
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,2,Romanization supplied by cataloger.,a,11,2,1,7,0,1,0,0,zoe
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,1,Title from the printed versions.,a,10,2,2,6,0,0,0,0,zoe
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,2,Romanization supplied by cataloger.,a,10,2,2,6,0,0,0,0,zoe
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,1,Title from reference sources.,a,9,2,2,5,0,0,0,0,zoe
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,2,Romanization supplied by cataloger.,a,9,2,2,5,0,0,0,0,zoe
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,1,Title from title page (folio 1a),a,10,2,1,7,0,0,0,0,zoe
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,2,Romanization supplied by cataloger.,a,10,2,1,7,0,0,0,0,zoe
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,1,Title from title page.,a,10,2,1,7,0,0,0,0,zoe
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,2,Romanization supplied by cataloger.,a,10,2,1,7,0,0,0,0,zoe
13186372,"Commonplace book, [ca. 1786]",1,Author not identified.,a,5,1,0,4,0,0,0,0,zoe
13189647,Walter Hawkesworth account book : manuscript.,1,Title devised by cataloger.,a,3,1,0,2,0,0,0,0,zoe
13189703,Physica particularis : manuscript.,1,Title from caption.,a,4,1,0,3,0,0,0,0,zoe
13189917,Wolfgang Pielnhuber commonplace book containing Latin aphorisms : manuscript.,1,Title devised by cataloger.,a,5,1,0,4,0,0,0,0,zoe
13189958,Rental book for unidentified properties in the Netherlands : manuscript.,2,Title devised by cataloger.,a,3,1,0,2,0,0,0,0,zoe
13191888,Bible in shorthand : manuscript.,1,Title devised by cataloger.,a,4,1,0,2,0,1,0,0,zoe
13192781,Repetitiones logicae : manuscript.,1,Title from spine.,a,3,1,0,2,0,0,0,0,zoe
13192931,Depences du roy en 1693 : manuscript.,3,Title from spine.,a,4,1,0,3,0,0,0,0,zoe
13229058,"Songs, sonnets and short poems written for and dedicated to Allen Field / by Robert Edwd. Murray Coppinger.",2,Title from title leaf.,a,2,1,0,1,0,0,0,0,zoe
13232839,"Tour via Calais, Brussels & Berlin to St. Petersburg & Moscow : returning by way of Berlin, Herringsdorf, Dresden, Eisenach, Maintz, Cologne, Brussels & Calais, to London : June & July, 1899 : manuscript.",1,Title from title page.,a,2,1,0,1,0,0,0,0,zoe
13243871,"Anne Rushout Collection of poems, riddles, collected by the Hon. Anne Rushout, circa 1780-1824 : manuscript.",1,Title from cover.,a,2,1,0,1,0,0,0,0,zoe
13275988,Actual frontier reminiscences : typescript.,1,Title from caption.,a,1,1,0,0,0,0,0,0,zoe
13297442,Illuminated talismanic scroll : manuscript.,2,Title supplied by cataloger.,a,5,2,1,2,0,0,0,0,zoe
13297442,Illuminated talismanic scroll : manuscript.,3,Romanization supplied by cataloger.,a,5,2,1,2,0,0,0,0,zoe
13297483,Calendar : manuscript.,1,Title supplied by cataloger.,a,4,2,0,2,0,0,0,0,zoe
13297483,Calendar : manuscript.,2,Romanization supplied by cataloger.,a,4,2,0,2,0,0,0,0,zoe
13330266,880-02 Selections from the Qurʼān : manuscript.,1,Title supplied by cataloger.,a,5,2,0,3,0,0,0,0,zoe
13330266,880-02 Selections from the Qurʼān : manuscript.,2,Romanization supplied by cataloger.,a,5,2,0,3,0,0,0,0,zoe
13336304,Collegium practicum privatum ad Johan. Fernelij pathologiam : manuscript.,2,Title from first page.,a,3,1,0,2,0,0,0,0,zoe
13338789,Literary titan : the emergence of Frank Waters : critical essays : printout / edited by Alexander Blackburn and John Nizalowski.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13353228,Les trois imposteurs : manuscript.,1,Title from title page.,a,2,1,0,1,0,0,0,0,zoe
13429697,Report on alien internee camps : typescript.,1,Title from caption.,a,1,1,0,0,0,0,0,0,zoe
13506718,Select meditations and reflections on death : with other select pieces.,1,Title from title leaf.,a,1,1,0,0,0,0,0,0,zoe
13561052,Héroes y mártires de la gloriosa cruzada nacional : manuscript.,1,Title from caption.,a,1,1,0,0,0,0,0,0,zoe
13577371,Subluum praesidium confuimus beata dei genitrix Boleslaviensis : manuscript.,1,Title from motto under image.,a,1,1,0,0,0,0,0,0,zoe
13577394,"880-01 Seder ha-pidyon : she-nohagim la-ʻaśot be-khol ʻerev r.ḥ. Elul, o keshe-yesh ezeh tsarah ba-ʻir b.m., teḥilah omrim sefer reviʻi shebe-Tehilim ṿe-aḥ. k. ḳorim  pesuḳim ha-matḥilim be-shem ha-ʻir Mekhnasa : manuscript.",1,Title from the top of page 1.,a,2,2,0,0,0,0,0,0,zoe
13577394,"880-01 Seder ha-pidyon : she-nohagim la-ʻaśot be-khol ʻerev r.ḥ. Elul, o keshe-yesh ezeh tsarah ba-ʻir b.m., teḥilah omrim sefer reviʻi shebe-Tehilim ṿe-aḥ. k. ḳorim  pesuḳim ha-matḥilim be-shem ha-ʻir Mekhnasa : manuscript.",2,Romanization supplied by cataloger.,a,2,2,0,0,0,0,0,0,zoe
13578003,Charles Saeger's book : manuscript.,1,Title from first page.,a,3,1,0,2,0,0,0,0,zoe
13579352,Rabeners preface of Satire's misusing : manuscript.,1,Title from front wrapper.,a,2,1,0,1,0,0,0,0,zoe
13579721,"Oratorio from the third chapter of Daniel : manuscript / by Sam. Felsted, a native of Jamaica.",1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13585247,Catalogus plantarum horti regii Parisiensis : manuscript.,1,Title from title page.,a,2,1,0,1,0,0,0,0,zoe
13587151,Louis Popon de Maucune travel journals : manuscript.,1,Title devised by cataloger.,a,3,1,1,1,0,0,0,0,zoe
13597049,"Catalogue of the nobilitie of England : and a collection of his Majesties courtes of record as of his highnes most honourable houshold, the counsells of the north of Wales & the marches, the islandes, his majesties townes of warre castles bulwarkes & fortresses, with his highnes howses parkes forests and chaces : manuscript.",1,Title from title page.,a,6,1,0,5,0,0,0,0,zoe
13604736,Copy of the Tripoly correspondence during Mr. Frasers consulship : received from the Secretary of State's office : manuscript.,1,Title from title page.,a,2,1,0,1,0,0,0,0,zoe
13617981,Ox-Bow : an American incident : typescript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13628442,"Sermons delivered at Newcastle, 1761-1768 : manuscript.",1,Title devised by cataloger.,a,2,1,0,1,0,0,0,0,zoe
13631060,Coates and creasts of severall of the nobillitie : manuscript.,1,Title from original label affixed to front flyleaf.,a,2,1,0,1,0,0,0,0,zoe
13633800,Iroquois masks and maskmaking on the Onondaga Reservation : typescript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13636807,Cross country by Cupid : typescript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13638992,The dark at the top of the stairs : typescript.,1,Title from title page of incidental music.,a,1,1,0,0,0,0,0,0,zoe
13639968,Twice told tales : being a profusely illustrated travelogue : typescript.,1,Title from cover.,a,1,1,0,0,0,0,0,0,zoe
13641515,Of fishing : manuscript.,3,Title from caption title.,a,5,1,0,4,0,0,0,0,zoe
13641754,Numeration : manuscript.,1,Title from caption title.,a,2,1,0,1,0,0,0,0,zoe
13641890,Thomas Sidden mathematics textbook : manuscript.,1,Title devised by cataloger.,a,3,1,0,2,0,0,0,0,zoe
13668190,To the editor of the Morning Chronicle : manuscript.,1,Title from caption.,a,1,1,0,0,0,0,0,0,zoe
13670607,"Letters to Elizabeth Alder, 1765 February-1774 September : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13670762,Essay on the diseases most fatal to infants : manuscript.,1,Title from caption.,a,1,1,0,0,0,0,0,0,zoe
13671917,Essays on potatoes and hay : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13672816,"La clemence de Titus : drame lirique en trois actes. Traduit litteralement de l'italien de Metastase : manuscript  / par mesdames Justine & Julie de Chamborant, chanoinesses-comtesses de l'Argentière.",1,Title from title page.,a,2,1,0,1,0,0,0,0,zoe
13674603,Jeweler's pattern book : manuscript.,1,Title devised by cataloger.,a,2,1,0,1,0,0,0,0,zoe
13674745,Architectura militar : manuscript.,1,Title from caption.,a,2,1,0,1,0,0,0,0,zoe
13674961,"True relation of a strange passage betwene a certain coniurer and a yong nobleman. set down by Boissardus, as followeth : manuscript.",1,Title from caption.,a,2,1,0,1,0,0,0,0,zoe
13675237,Statutes of Hereford cathedral : manuscript.,1,Title from spine tag.,a,4,1,0,3,0,0,0,0,zoe
13687450,Heavens and earth : a book of poems : typescript / by Stephen Vincent Benét.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13689012,Carmen Jones : typescript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13690819,Two people : a novel : typescript / by Donald Windham.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13690857,Big night : typescript / by Dawn Powell.,1,Title from cover.,a,1,1,0,0,0,0,0,0,zoe
13691007,Dobson's Proverbs in porcelain : manuscript.,1,Title from first leaf.,a,1,1,0,0,0,0,0,0,zoe
13691066,Cabin in the sky : a new musical play : typescript / book by Lynn Root ; lyrics by John Latouche ; music by Vernon Duke.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13692129,The winter of our discontent : typescript.,1,Title from cover.,a,1,1,0,0,0,0,0,0,zoe
13692245,Blue collar : typescript / by Paul Schrader and Leonard Schrader.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13692352,A man called Adam : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13693263,All the king's men : typescript.,1,Title from first leaf.,a,1,1,0,0,0,0,0,0,zoe
13693416,The ballad of the sad cafe : typescript / from the story by Carson McMullers and the play by Edward Albee adapted therefrom ; adapted by Michael Hirst.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13693547,Gypsy : a musical fable : typescript / book by Arthur Laurents ; music by Jule Styne ; lyrics by Stephen Sondheim ; suggested by the memoirs of Gypsy Rose Lee.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13695054,Black spring : typescript / by Henry Miller.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13695157,Dress gray : typescript / by Gore Vidal.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13695353,Cruising : a screenplay : typescript / by Brian De Palma ; based on the book by Gerald Walker.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13695507,Arrowsmith : typescript / by Sinclair Lewis ; adapted for television by Joe A. Cross and Allan Surgal.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13696021,A purely legal matter : typescript / written by William Blinn.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13696214,"Babel, Babel, little tower : typescript / by Doric Wilson.",1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13696305,Entre deux caresses : manuscript / par Georges Damian.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13696674,"L'Ange galant, ou, la vie amoureuse, fastueuse et finalement malheureuse de Madame la Comtesse du Barry : typescript / par Renée Dunan.",1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13698119,Ballad of the cities : typescript / by Jack Micheline.,1,Title from cover.,a,1,1,0,0,0,0,0,0,zoe
13701309,"Annotated copy of The London censorship, 1914-1919 : manuscript / by members of the staff past and present.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13708775,Yellow drum : typescript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13715457,"Account of expences on a tour to France, July 14th 1788 : manuscript.",1,Title from item.,a,2,1,0,1,0,0,0,0,zoe
13721474,"Fifty years of an actor's work, 1871-1921 : typescript / Chas. B. Wells.",1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13755889,Autographed copy of Autographic record of patrons of the Chronicles of America : manuscript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13762483,Notebook : manuscript / Gerard Malanga.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13830231,Maxims : manuscript.,1,Title from title page.,a,5,2,0,3,0,0,0,0,zoe
13830231,Maxims : manuscript.,2,"Caption title: ""Aphorisms.""",a,5,2,0,3,0,0,0,0,zoe
13843873,Commonplace book in English and Latin.,1,Title devised by cataloger.,a,5,1,0,4,0,0,0,0,zoe
13846360,Some recollections of past events : typescript photocopy / by Francis McCarty Newton.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13855386,Autobiography of Harry B. Price : typescript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13870133,Expense book of the ship Bainbridge : manuscript.,1,Title from caption.,a,3,1,0,2,0,0,0,0,zoe
13871886,The early Stephen : the boyhood of Stephen Vincent Benét : typescript / by Laura Benét ; with the assistance of William Rose Benét.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13888493,Annotated copy of L'ode à Picasso : manuscript / Jean Cocteau.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13893266,Odezhda : Manifest : typescript and manuscript / Il'ia Zdanevich.,1,Title from title page.,a,2,2,0,0,0,0,0,0,zoe
13893266,Odezhda : Manifest : typescript and manuscript / Il'ia Zdanevich.,2,Romanization supplied by cataloger.,a,2,2,0,0,0,0,0,0,zoe
13894471,Viaggio tra le nuvole : collage.,1,Title from heading.,a,1,1,0,0,0,0,0,0,zoe
13899693,History of James A. Maddox : manuscript.,1,Title from heading.,a,1,1,0,0,0,0,0,0,zoe
13900044,Bulletin de renseignements : Situation générale en zone sud : typescript.,1,Title from heading.,a,1,1,0,0,0,0,0,0,zoe
13900165,Compte rendu de l'interrogatoire de 2 prisonniers rapatriés : typescript.,1,Title from heading.,a,1,1,0,0,0,0,0,0,zoe
13906226,A trip to Lake Chelan : manuscript / by I. McK. R.,1,Title from cover.,a,1,1,0,0,0,0,0,0,zoe
13910822,Memorandum of instructions for the occupation of Laguna : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13912081,Juan de Ugarte report on the establishment of the California missions : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13913322,Bellevue Settlers Club minutes and by-laws : manuscript.,1,Title from first page.,a,1,1,0,0,0,0,0,0,zoe
13915225,[Document container].,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13920745,Short account of the western states in 1819 / by Jacob Heald : manuscript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13925982,Edward Coke Currey U. S. deputy marshal : typescript.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13926282,Zenas Dean Parker journal of a dragoon expedition to the Rocky Mountains : manuscript.,1,Title from front cover.,a,1,1,0,0,0,0,0,0,zoe
13926910,"Report of Wm. M. Britton, engineer of motor transportation, Q. M. Corps, on motor transportation on the border and in Mexico : typescript.",1,Title from cover.,a,1,1,0,0,0,0,0,0,zoe
13927487,Chauncey Walker West journal detailing a trip across the Plains with the Second Pioneer Company to Utah : manuscript.,1,Title devised by cataloger.,a,2,1,0,1,0,0,0,0,zoe
13927630,Hernando de la Rua missionary recruitment broadside : manuscript.,2,Title devised by cataloger.,a,2,1,0,1,0,0,0,0,zoe
13927717,Testimony concerning the work of Angelica Van Patten at the Seneca Mission : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13927986,Laura Angeline Munson Keller journal : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
13928159,"Official bond record, 18, Eagle County : manuscript.",1,Title from spine.,a,1,1,0,0,0,0,0,0,zoe
13928295,Some remarks made by a person who accompanied Pawpoonahoal and other Indians from Philadelphia as far as Bethlehem on their way home : manuscript.,1,Title from first page.,a,1,1,0,0,0,0,0,0,zoe
13928447,Complete abstract of Tarrant Co. land titles up to sundown yesterday : manuscript / Home Abstract Company.,1,Title from title page.,a,1,1,0,0,0,0,0,0,zoe
13930381,Petition from Isaac Davis for a grant of land in Upper Louisiana : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,zoe
