bib,title,note_num,note
17526799,Richard II : [preparation copy].,1,AMDigital Reference: 2d folio Covent Garden
17526799,Richard II : [preparation copy].,2,"Contains large sketches of the combat scene and the Parliament scene, an illustration of Mr Kean as Richard II, illustrations of coats of arms and Stratford-upon-Avon scenes."
17526799,Richard II : [preparation copy].,3,Date of production: 6 Mar 1738
17526799,Richard II : [preparation copy].,4,Edition: Second Folio
17526799,Richard II : [preparation copy].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526800,Richard II : [prompt book].,1,AMDigital Reference: PR 2752 1868 a2 pt 13 ShCol
17526800,Richard II : [prompt book].,2,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526801,Richard II : [prompt book]. [10].,1,AMDigital Reference: Rich II 10
17526801,Richard II : [prompt book]. [10].,2,Date of production: c.1800-1900
17526801,Richard II : [prompt book]. [10].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526802,Richard II : [stage manager's book]. [2].,1,AMDigital Reference: Rich II 2
17526802,Richard II : [stage manager's book]. [2].,2,Date of production: 12 Mar 1857
17526802,Richard II : [stage manager's book]. [2].,3,Edition: Steevens edition
17526802,Richard II : [stage manager's book]. [2].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526803,Richard II : [transcription]. [3].,1,AMDigital Reference: Rich II 3
17526803,Richard II : [transcription]. [3].,2,Date of production: 9 Mar 1815
17526803,Richard II : [transcription]. [3].,3,"Edition: Wroughton edition, 1815"
17526803,Richard II : [transcription]. [3].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526804,Richard II : [study book]. [4].,1,AMDigital Reference: Rich II 4
17526804,Richard II : [study book]. [4].,2,Date of production: 12 Mar 1857
17526804,Richard II : [study book]. [4].,3,"Edition: Kean edition, 1857"
17526804,Richard II : [study book]. [4].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526805,Richard II : [prompt book]. [5].,1,AMDigital Reference: Rich II 5
17526805,Richard II : [prompt book]. [5].,2,Date of production: 8 Nov 1875
17526805,Richard II : [prompt book]. [5].,3,"Edition: Works, Vol IV"
17526805,Richard II : [prompt book]. [5].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526806,Richard II : [annotated copy]. [6].,1,AMDigital Reference: Rich II 6
17526806,Richard II : [annotated copy]. [6].,2,Date of production: c.1800-1900
17526806,Richard II : [annotated copy]. [6].,3,"Includes an illustration of Act IV, Sc.1."
17526806,Richard II : [annotated copy]. [6].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526807,Richard II : [prompt book]. [7].,1,AMDigital Reference: Rich II 7
17526807,Richard II : [prompt book]. [7].,2,Date of production: c.1720
17526807,Richard II : [prompt book]. [7].,3,"Edition: Theobald alteration, 1720"
17526807,Richard II : [prompt book]. [7].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526808,Richard II : [prompt book]. [8].,1,AMDigital Reference: Rich II 8
17526808,Richard II : [prompt book]. [8].,2,Date of production: 1864
17526808,Richard II : [prompt book]. [8].,3,"Edition: Kean edition, 1857"
17526808,Richard II : [prompt book]. [8].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526809,Richard II : [annotated copy]. [9].,1,AMDigital Reference: Rich II 9
17526809,Richard II : [annotated copy]. [9].,2,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526810,Richard II : [stage manager's book]. [Fo 1].,1,AMDigital Reference: Rich II Fo 1
17526810,Richard II : [stage manager's book]. [Fo 1].,2,Date of production: 1952
17526810,Richard II : [stage manager's book]. [Fo 1].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526811,Richard II : [stage manager's book]. [Fo 2].,1,AMDigital Reference: RICHII Fo 2
17526811,Richard II : [stage manager's book]. [Fo 2].,2,Date of production: 1962
17526811,Richard II : [stage manager's book]. [Fo 2].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526812,Romeo and Juliet : [annotated copy].,1,AMDigital Reference: Bd W Cymb 14
17526812,Romeo and Juliet : [annotated copy].,2,Date of production: 1761
17526812,Romeo and Juliet : [annotated copy].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526813,Romeo and Juliet : [prompt book]. [1].,1,AMDigital Reference: Rom 1
17526813,Romeo and Juliet : [prompt book]. [1].,2,Date of production: 1 Nov 1884
17526813,Romeo and Juliet : [prompt book]. [1].,3,"Edition: Anderson edition, 1884"
17526813,Romeo and Juliet : [prompt book]. [1].,4,Photograph of Mary Anderson as Juliet
17526813,Romeo and Juliet : [prompt book]. [1].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526814,Romeo and Juliet : [transcription]. [10].,1,AMDigital Reference: Rom 10
17526814,Romeo and Juliet : [transcription]. [10].,2,Date of production: 12 Jul 1841
17526814,Romeo and Juliet : [transcription]. [10].,3,Edition: Cumberland edition
17526814,Romeo and Juliet : [transcription]. [10].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526815,"Romeo and Juliet : [rehearsal copy]. [11, 1].",1,AMDigital Reference: Rom 11
17526815,"Romeo and Juliet : [rehearsal copy]. [11, 1].",2,Date of production: c.1889
17526815,"Romeo and Juliet : [rehearsal copy]. [11, 1].",3,In the second rehearsal copy the pagination jumps from 34 to 47.
17526815,"Romeo and Juliet : [rehearsal copy]. [11, 1].",4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526816,"Romeo and Juliet : [rehearsal copy]. [11, 2].",1,AMDigital Reference: Rom 11
17526816,"Romeo and Juliet : [rehearsal copy]. [11, 2].",2,Date of production: c.1889
17526816,"Romeo and Juliet : [rehearsal copy]. [11, 2].",3,In the second rehearsal copy the pagination jumps from 34 to 47.
17526816,"Romeo and Juliet : [rehearsal copy]. [11, 2].",4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526817,Romeo and Juliet : [preparation copy]. [12].,1,AMDigital Reference: Rom 12
17526817,Romeo and Juliet : [preparation copy]. [12].,2,Date of production: 8 Mar 1882
17526817,Romeo and Juliet : [preparation copy]. [12].,3,"Edition: Works, Vol VIII"
17526817,Romeo and Juliet : [preparation copy]. [12].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526818,Romeo and Juliet : [prompt book]. [13].,1,AMDigital Reference: Rom 13
17526818,Romeo and Juliet : [prompt book]. [13].,2,Contains fourteen watercolour scene designs.
17526818,Romeo and Juliet : [prompt book]. [13].,3,Date of production: 12 Jul 1841
17526818,Romeo and Juliet : [prompt book]. [13].,4,"Edition: Kemble edition, 1811"
17526818,Romeo and Juliet : [prompt book]. [13].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526819,Romeo and Juliet : [prompt book]. [14].,1,AMDigital Reference: Rom 14
17526819,Romeo and Juliet : [prompt book]. [14].,2,Date of production: c.1860
17526819,Romeo and Juliet : [prompt book]. [14].,3,Edition: Modern Standard Drama
17526819,Romeo and Juliet : [prompt book]. [14].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526820,Romeo and Juliet : [rehearsal copy]. [15].,1,AMDigital Reference: Rom 15
17526820,Romeo and Juliet : [rehearsal copy]. [15].,2,Date of production: 1838-1886
17526820,Romeo and Juliet : [rehearsal copy]. [15].,3,"Edition: Longworth edition, New York, 1817"
17526820,Romeo and Juliet : [rehearsal copy]. [15].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526821,Romeo and Juliet : [rehearsal copy]. [16].,1,AMDigital Reference: Rom 16
17526821,Romeo and Juliet : [rehearsal copy]. [16].,2,Date of production: 29 Jan 1855
17526821,Romeo and Juliet : [rehearsal copy]. [16].,3,"Edition: Samuel French edition, n.d."
17526821,Romeo and Juliet : [rehearsal copy]. [16].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526822,Romeo and Juliet : [prompt book]. [17].,1,AMDigital Reference: Rom 17
17526822,Romeo and Juliet : [prompt book]. [17].,2,Date of production: 1 Oct 1887
17526822,Romeo and Juliet : [prompt book]. [17].,3,Edition: French's Standard Drama
17526822,Romeo and Juliet : [prompt book]. [17].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526823,Romeo and Juliet : [prompt book]. [18].,1,AMDigital Reference: Rom 18
17526823,Romeo and Juliet : [prompt book]. [18].,2,Date of production: 1845
17526823,Romeo and Juliet : [prompt book]. [18].,3,"Edition: Works, Vol IX"
17526823,Romeo and Juliet : [prompt book]. [18].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526824,Romeo and Juliet : [prompt book]. [19].,1,AMDigital Reference: Rom 19
17526824,Romeo and Juliet : [prompt book]. [19].,2,"Contains an illustration of Act V, Sc.3."
17526824,Romeo and Juliet : [prompt book]. [19].,3,Date of production: 1845-1877
17526824,Romeo and Juliet : [prompt book]. [19].,4,Edition: Cumberland edition
17526824,Romeo and Juliet : [prompt book]. [19].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526825,Romeo and Juliet : [prompt book]. [2].,1,AMDigital Reference: Rom 2
17526825,Romeo and Juliet : [prompt book]. [2].,2,"Contains an illustration of Act V, Sc.3."
17526825,Romeo and Juliet : [prompt book]. [2].,3,Date of production: 30 Jan 1843
17526825,Romeo and Juliet : [prompt book]. [2].,4,Edition: Cumberland edition
17526825,Romeo and Juliet : [prompt book]. [2].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526826,Romeo and Juliet : [rehearsal copy]. [20].,1,AMDigital Reference: Rom 20
17526826,Romeo and Juliet : [rehearsal copy]. [20].,2,Date of production: 1845
17526826,Romeo and Juliet : [rehearsal copy]. [20].,3,Edition: French's Standard Drama
17526826,Romeo and Juliet : [rehearsal copy]. [20].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526827,Romeo and Juliet : [prompt book]. [21].,1,AMDigital Reference: Rom 21
17526827,Romeo and Juliet : [prompt book]. [21].,2,Date of production: 21 May 1877
17526827,Romeo and Juliet : [prompt book]. [21].,3,Edition: Lacy edition
17526827,Romeo and Juliet : [prompt book]. [21].,4,Includes an illustration of a scene from the play and a collapsible paper model of the Capulet tomb.
17526827,Romeo and Juliet : [prompt book]. [21].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526828,Romeo and Juliet : [prompt book]. [22].,1,AMDigital Reference: Rom 22
17526828,Romeo and Juliet : [prompt book]. [22].,2,Annotation date: 1876
17526828,Romeo and Juliet : [prompt book]. [22].,3,Contains a drawing of a house fronting onto a garden.
17526828,Romeo and Juliet : [prompt book]. [22].,4,Date of production: 1876-1878
17526828,Romeo and Juliet : [prompt book]. [22].,5,Edition: Lacy edition
17526828,Romeo and Juliet : [prompt book]. [22].,6,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526829,Romeo and Juliet : [prompt book]. [23].,1,AMDigital Reference: Rom 23
17526829,Romeo and Juliet : [prompt book]. [23].,2,Annotation date: Aug 1897
17526829,Romeo and Juliet : [prompt book]. [23].,3,Date of production: 8 Mar 1882
17526829,Romeo and Juliet : [prompt book]. [23].,4,"Edition: Irving edition, 1882"
17526829,Romeo and Juliet : [prompt book]. [23].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526830,Romeo and Juliet : [prompt book]. [25].,1,AMDigital Reference: Rom 25
17526830,Romeo and Juliet : [prompt book]. [25].,2,"Contains illustrations of the balcony scene, amongst others."
17526830,Romeo and Juliet : [prompt book]. [25].,3,Date of production: 15 Sep 1846
17526830,Romeo and Juliet : [prompt book]. [25].,4,"Edition: Thomas Tegg's (Reed test) Works, Vol XII, 1815"
17526830,Romeo and Juliet : [prompt book]. [25].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526831,Romeo and Juliet : [public reading version]. [26].,1,AMDigital Reference: Rom 26
17526831,Romeo and Juliet : [public reading version]. [26].,2,Annotation date: 1847
17526831,Romeo and Juliet : [public reading version]. [26].,3,Date of production: 3 Mar 1847
17526831,Romeo and Juliet : [public reading version]. [26].,4,Edition: Works
17526831,Romeo and Juliet : [public reading version]. [26].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526832,Romeo and Juliet : [rehearsal copy]. [27].,1,AMDigital Reference: Rom 27
17526832,Romeo and Juliet : [rehearsal copy]. [27].,2,"Contains an illustration of Act V, Sc.4."
17526832,Romeo and Juliet : [rehearsal copy]. [27].,3,Date of production: 3 Mar 1847
17526832,Romeo and Juliet : [rehearsal copy]. [27].,4,Edition: Dolby's British Theatre
17526832,Romeo and Juliet : [rehearsal copy]. [27].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526833,Romeo and Juliet : [prompt book]. [28].,1,AMDigital Reference: Rom 28
17526833,Romeo and Juliet : [prompt book]. [28].,2,"Contains an illustration of Act V, Sc.4."
17526833,Romeo and Juliet : [prompt book]. [28].,3,Date of production: Nov 1827
17526833,Romeo and Juliet : [prompt book]. [28].,4,"Edition: Dolby's British Theatre, 1825"
17526833,Romeo and Juliet : [prompt book]. [28].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526834,Romeo and Juliet : [prompt book]. [29].,1,AMDigital Reference: Rom 29
17526834,Romeo and Juliet : [prompt book]. [29].,2,Annotation date: 1904
17526834,Romeo and Juliet : [prompt book]. [29].,3,Date of production: 1724
17526834,Romeo and Juliet : [prompt book]. [29].,4,Edition: Shakespeare edition
17526834,Romeo and Juliet : [prompt book]. [29].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526835,Romeo and Juliet : [preparation copy]. [3].,1,AMDigital Reference: Rom 3
17526835,Romeo and Juliet : [preparation copy]. [3].,2,Date of production: c.1869
17526835,Romeo and Juliet : [preparation copy]. [3].,3,"Edition: Booth-Hinton edition, 1868"
17526835,Romeo and Juliet : [preparation copy]. [3].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526836,Romeo and Juliet : [annotated copy]. [30].,1,AMDigital Reference: Rom 30
17526836,Romeo and Juliet : [annotated copy]. [30].,2,Date of production: 21 Sep 1895
17526836,Romeo and Juliet : [annotated copy]. [30].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526837,Romeo and Juliet : [preparation copy]. [31].,1,AMDigital Reference: Rom 31
17526837,Romeo and Juliet : [preparation copy]. [31].,2,Date of production: c.1800-1899
17526837,Romeo and Juliet : [preparation copy]. [31].,3,"Edition: Harding edition (Steevens text), 1798"
17526837,Romeo and Juliet : [preparation copy]. [31].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526838,Romeo and Juliet : [study book]. [32].,1,AMDigital Reference: Rom 32
17526838,Romeo and Juliet : [study book]. [32].,2,Contains several simple pencil drawings of property and sets.
17526838,Romeo and Juliet : [study book]. [32].,3,Date of production: 1939
17526838,Romeo and Juliet : [study book]. [32].,4,Edition: Irving edition
17526838,Romeo and Juliet : [study book]. [32].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526839,Romeo and Juliet : [prompt book]. [33].,1,AMDigital Reference: Rom 33
17526839,Romeo and Juliet : [prompt book]. [33].,2,Date of production: 19 Dec 1803
17526839,Romeo and Juliet : [prompt book]. [33].,3,"Edition: Lowndes edition, 1793"
17526839,Romeo and Juliet : [prompt book]. [33].,4,"Illustration of Act III Scene 5, ""Your Lady Mother's coming""."
17526839,Romeo and Juliet : [prompt book]. [33].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526840,Romeo and Juliet : [rehearsal copy]. [34].,1,AMDigital Reference: Rom 34
17526840,Romeo and Juliet : [rehearsal copy]. [34].,2,Date of production: 1825-1831
17526840,Romeo and Juliet : [rehearsal copy]. [34].,3,Includes cast lists for Covent Garden in 1825 and Covent Garden and Drury Lane in 1831.
17526840,Romeo and Juliet : [rehearsal copy]. [34].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526841,Romeo and Juliet : [rehearsal copy]. [35].,1,AMDigital Reference: Rom 35
17526841,Romeo and Juliet : [rehearsal copy]. [35].,2,Date of production: c.1815
17526841,Romeo and Juliet : [rehearsal copy]. [35].,3,"Edition: Kemble edition, 1811"
17526841,Romeo and Juliet : [rehearsal copy]. [35].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526842,Romeo and Juliet : [rehearsal copy]. [36].,1,AMDigital Reference: Rom 36
17526842,Romeo and Juliet : [rehearsal copy]. [36].,2,Contains cast lists for productions at Drury Lane (1750) and Park (1846+1847).
17526842,Romeo and Juliet : [rehearsal copy]. [36].,3,Date of production: 1750-1847
17526842,Romeo and Juliet : [rehearsal copy]. [36].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526843,Romeo and Juliet : [preparation copy]. [37].,1,AMDigital Reference: Rom 37
17526843,Romeo and Juliet : [preparation copy]. [37].,2,Date of production: c.1850-1880
17526843,Romeo and Juliet : [preparation copy]. [37].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526844,Romeo and Juliet : [rehearsal copy]. [38].,1,AMDigital Reference: Rom 38
17526844,Romeo and Juliet : [rehearsal copy]. [38].,2,Date of production: 1750; 1846; 1847
17526844,Romeo and Juliet : [rehearsal copy]. [38].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526845,Romeo and Juliet : [rehearsal copy]. [39].,1,AMDigital Reference: Rom 39
17526845,Romeo and Juliet : [rehearsal copy]. [39].,2,Date of production: 1763
17526845,Romeo and Juliet : [rehearsal copy]. [39].,3,"Edition: Tonson edition, 1763"
17526845,Romeo and Juliet : [rehearsal copy]. [39].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526846,Romeo and Juliet : [prompt book]. [4].,1,AMDigital Reference: Rom 4
17526846,Romeo and Juliet : [prompt book]. [4].,2,Date of production: 1874
17526846,Romeo and Juliet : [prompt book]. [4].,3,Edition: French's Standard Drama
17526846,Romeo and Juliet : [prompt book]. [4].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526847,Romeo and Juliet : [annotated copy]. [40].,1,AMDigital Reference: Rom 40
17526847,Romeo and Juliet : [annotated copy]. [40].,2,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526848,Romeo and Juliet : [prompt book]. [41].,1,AMDigital Reference: Rom 41
17526848,Romeo and Juliet : [prompt book]. [41].,2,"Contains an illustration of the set for Act I, Sc.1."
17526848,Romeo and Juliet : [prompt book]. [41].,3,Date of production: c.1900
17526848,Romeo and Juliet : [prompt book]. [41].,4,Edition: French's Standard Drama
17526848,Romeo and Juliet : [prompt book]. [41].,5,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526849,Romeo and Juliet : [annotated copy]. [42].,1,AMDigital Reference: Rom 42
17526849,Romeo and Juliet : [annotated copy]. [42].,2,Date of production: c.1800-1900
17526849,Romeo and Juliet : [annotated copy]. [42].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526850,Romeo and Juliet : [record of production]. [43].,1,AMDigital Reference: Rom 43
17526850,Romeo and Juliet : [record of production]. [43].,2,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526851,Romeo and Juliet : [final or souvenir prompt book]. [44].,1,AMDigital Reference: Rom 44
17526851,Romeo and Juliet : [final or souvenir prompt book]. [44].,2,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526852,Romeo and Juliet : [prompt book]. [46].,1,AMDigital Reference: Rom 46
17526852,Romeo and Juliet : [prompt book]. [46].,2,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526853,Romeo and Juliet : [annotated copy]. [5].,1,AMDigital Reference: Rom 5
17526853,Romeo and Juliet : [annotated copy]. [5].,2,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526853,Romeo and Juliet : [annotated copy]. [5].,3,"This play is bound with other, non-Shakespeare, plays which have been omitted."
17526854,Romeo and Juliet : [annotated copy]. [6].,1,AMDigital Reference: Rom 6
17526854,Romeo and Juliet : [annotated copy]. [6].,2,Black and white illustration of Romeo and Juliet on the balcony.
17526854,Romeo and Juliet : [annotated copy]. [6].,3,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526855,Romeo and Juliet : [rehearsal copy]. [7a].,1,AMDigital Reference: Rom 7 [a]
17526855,Romeo and Juliet : [rehearsal copy]. [7a].,2,Date of production: 8 Mar 1882; 3 Mar 1896
17526855,Romeo and Juliet : [rehearsal copy]. [7a].,3,Edition: DeWitt edition (Irving version)
17526855,Romeo and Juliet : [rehearsal copy]. [7a].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526856,Romeo and Juliet : [rehearsal copy]. [7b].,1,AMDigital Reference: Rom 7 [b]
17526856,Romeo and Juliet : [rehearsal copy]. [7b].,2,Date of production: 8 Mar 1882; 3 Mar 1896
17526856,Romeo and Juliet : [rehearsal copy]. [7b].,3,Edition: DeWitt edition (Irving version)
17526856,Romeo and Juliet : [rehearsal copy]. [7b].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526857,Romeo and Juliet : [rehearsal copy]. [7c].,1,AMDigital Reference: Rom 7 [c]
17526857,Romeo and Juliet : [rehearsal copy]. [7c].,2,Date of production: 8 Mar 1882; 3 Mar 1896
17526857,Romeo and Juliet : [rehearsal copy]. [7c].,3,Edition: DeWitt edition (Irving version)
17526857,Romeo and Juliet : [rehearsal copy]. [7c].,4,"Please note that some of the metadata for this document has been drawn from the Folger Shakespeare Library's online catalogue and 'The Shakespeare Promptbooks, A Descriptive Catalogue' by Charles H. Shattuck."
17526858,Romeo and Juliet : [rehearsal copy]. [7d].,1,AMDigital Reference: Rom 7 [d]
17526858,Romeo and Juliet : [rehearsal copy]. [7d].,2,Date of production: 8 Mar 1882; 3 Mar 1896
17526858,Romeo and Juliet : [rehearsal copy]. [7d].,3,Edition: DeWitt edition (Irving version)
