bib,title,note_num,note,type
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,8,"On folio 1a: ""Sharḥ al-Sullam lil-Akhḍarī. Sharḥ al-Sullam lil-Akhḍarī, raḥimahu Allāh taʻālá raḥmatan wāsiʻah. Āmīn.""",w
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,9,"On folio 2a: ""Wa-baʻd, fa-lammā waḍaʻtu al-urjūzah al-musammāh bi-'al-Sullam al-murawnaq fī ʻilm al-manṭiq', wa-jāt [wa-jāʼat], bi-ḥamd Allāh, jumlatan [jumaluhu] kāfiyah, wa-li-maqāṣid <fī fann ʻilm> fannihā ḥāwiyah, rāwadanī baʻḍ al-ikhwān min al-ṭalabah, akramahum Allāh, al-marrah baʻda al-marrah, ʻalá an aḍaʻa ʻalyahā sharḥan mufīdan yabuththu mā inṭawat ʻalayhi min al-maʻānī, wa-yashīdu mā taqāṣara fīhā min al-mabānī, fa-ajabtuhu li-dhālika ṭalaban [ṭāliban] min Allāh ḥusn al-tawfīq ilá manābiʻ al-taḥqīq, wa-in kuntu lastu ahlan li-dhālik, wa-lākin ḥamalanī ʻalayhi tafāwulī. Wa-lam aḍaʻhu li-man huwa aʻlá minnī, bal li-amthālī min al-mubtadʼīn. Fa-Allāh Allāh, yā akhī al-iʻtidhār wa-tark al-iʻtirāḍ ʻalá al-muʼminīn, wa-iltamis al-ʻudhr li-akhīka al-muʼmin, wa-sāl [wa-sal] Allāh ilayhi fī al-duʻāʼ wa-li-wālidayya bi-al-maghfirah wa-al-raḥmah, raḥimaka Allāh taʻālá. Wa-Allāh walī al-tawfīq ...""",w
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,10,"On folio 2b: The text of 'al-Sullam al-murawnaq fī ʻilm al-manṭiq' starts with: ""al-Ḥamdu lillāh alladhī qad akhraja // natāʼij al-fikr li-arbāb al-ḥijā ...""",w
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,11,"Colophon: ""Tammat bi-ḥamd Allāh wa-ʻawnihi wa-ḥusn tawfīqih. Wa-kāna al-farāgh minhā [min] kitābat hādhā al-sharḥ al-ʻaẓīm yawm al-Ithnayn, khams ʻashar Shaʻbān al-mubārak, alladhī huwa min shuhūr sanat tisʻah wa-ʻishrīn wa-miʼatayn baʻda al-alf, ʻalá yad afqar al-ʻibād wa-aḥwajihā [wa-aḥwajihim] ilá Rabbihi al-Jawwād, Ibrāhīm Ḥasan Amīn al-Dīn, ʻafá Allāh ʻanhu, wa-ghafara la-hu wa-li-man daʻā la-hu bi-al-maghfirah. Āmīn.""",w
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,12,"Translation of the colophon: ""It is completed by the praise of God, His help and His abundant benevolence. This great commentary was concluded on Monday, the fifteenth of blessed Shaʻbān, of the year 1229 [of the Hijrah = 2 August, 1814], by the hand of the poorest of mankind and the neediest to his Benevolent Lord, Ibrāhīm Ḥasan Amīn al-Dīn, may God pardon him and forgive him who offers and invocation for his forgiveness. Amen.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,1,"Title of ""al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qafīyah"" from reference sources.",a
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,2,"Title of ""Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah"" from incipit (folio 17b).",a
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,3,Romanization supplied by cataloger.,a
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,4,"Incipit of al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfīyah: ""Bismillāh al-Raḥmān al-Raḥīm. Wa-lil-shiʻr mīzānun yusammá ʻarūḍahu // bi-hā al-naqṣ wa-al-rujḥān yadrīhimā al-fatá. Wa-anwāʻuhu qul khamsataʻshara kulluhā // tuʼallafu min juzʼayni farʻayni lā siwá ...""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,5,Secundo folio of the al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qafīyah: Wa-qul watidun in zidta ḥarfan bilā imtirā.,w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,6,"Incipit of Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī waḍaʻa ʻilm al-ʻarūḍ li-yuʻrafa bi-hi awzān al-manẓūm, wa-jaʻala afkāranā qāfiyah li-āthār al-ʻulamāʼ bi-al-manṭūq wa-al-mafhūm, wa-al-ṣalāh wa-al-salām ʻalá Sayyid al-Mursalīn wa-ʻalá ālihi wa-aṣḥābihi ajmaʻīn. Wa-baʻd, fa-hādhā sharḥ ʻalá al-Khazrajīyah al-manẓūmah ʻalá baḥr al-ṭawīl fī ʻilm al-ʻarūḍ wa-al-qawāfī, naẓm al-ʻallāmah Ḍiyāʼ al-Dīn Abī Muḥammad ʻAbd Allāh ibn Muḥammad al-Khazrajī al-Mālikī al-Andalusī, yaḥullu alfāẓahā wa-yubayyinu murādahā wa-yaftaḥu rumūzahā, wa-sammaytuhu bi-Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah. Wa-Allāh asʼalu an yanfaʻa bi-hi wa-yajʻalahu khāliṣan li-wajhihi ...""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,7,"Secundo folio of ""Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah: ālah yuʻrafu bi-hā miqdār.",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,8,"Incipit of Treatise on the new meters in Arabic poetry (folio 79a): ""Fāʼidah. Baḥr al-mutadārak istakhrajahu al-Akhfash min baḥr al-mutaqārib, wa-ikhtalafa fīhi ʻan al-Khalīl; fa-qāla al-akthar: 'Naṣṣa ʻalá ṭarḥihi wa-laysa ʻindahu shiʻran [shiʻrun].' Wa-qāla qawm: 'Lam yamnaʻhu wa-lam yuthbithu, immā li-annahu lam yablughhu, wa-tadārakahu al-Akhfash, wa-li-hādhā summiya al-mutadārak' ...""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,9,Secundo folio of Treatise on the new meters in Arabic poetry: wa-qīla dakhalahu al-qaṭʻ wa-jarat al-ʻillah fīhi majrá al-zuḥāf.,w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,10,"Incipit of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān (folio 81a): ""Wa-hādhihi abyāt tajmaʻu ʻarūḍ al-abḥur al-sittata ʻashar, bi-istishhād bi-āyāt min al-Qurʼān al-Karīm lil-Bīr, raḥimahu Allāh wa-raḍiya ʻanhu: Ṭawīl. Ṭawīlun madá al-hijrān man kuntu ahwāhu // adhāba fuʼādī wa-al-taṣabburu afnāhu. Faʻūlun mafāʻīlun faʻūlun mafāʻilun // wa-lā taqtulu al-nafsa allatī ḥarrama Allāhu ...""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,11,Secundo folio of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān: Mustafʻilun fāʻilun mustafʻilun faʻilun.,w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,12,9 x 12.5 cm; written surface for al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah: 5 x 7.5 cm; 7 lines per page. Written surface for Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah: 5 x 7.5 cm; 13 lines per page.,ow
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,13,Binding: In dark brown leather binding; cover heavily damaged.,o
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,14,"In good naskh script, in black ink, on white paper; headings and markings in red and blue; some notes on the margins; some wormholes; no catchwords.",ow
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,15,"On folio 1a: ""al-Qaṣīdah al-Khazrajīyah fī al-qawānīn al-ʻarūḍīyah, taʼlīf al-Shaykh Ḍiyāʼ al-Dīn Muḥammad ibn Muḥammad al-Andalusī al-Khazrajī, raḥimahu Allāh. Āmīn. Āmīn.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,16,"On folio 1a: Four verses on poetry naming the fifteen classical meters of Arabic poetry, and a note stating that the sixteenth meter ""al-Mutadārak"" was mentioned by al-Akhfash (al-Akhfash al-Awsaṭ, Saʻīd ibn Masʻadah, died approximately 830).",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,17,"On folio 1a: An ownership statement: ""Mulk al-faqīr Muḥammad al-Tadmurī.""",?
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,18,"On folio 28a: A collation and correction note: ""Balagha muqābalatan wa-qirāʼatan wa-taṣḥīḥan min Mawlānā wa-Sayyidinā al-Shaykh al-fāḍil wa-al-baḥr al-zākhir, ḥāwī al-kamālāt wa-al-faḍāʼil, al-Shaykh Yaḥyá al-Faraḍī al-Shāfiʻī, ḥafiẓahu Allāh [Probably: Yaḥyá ibn Taqī al-Dīn al-Faraḍī, active 1619]. Katabahu al-faqīr Muḥammad Shaʻʻāl.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,19,"al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah ends with: ""... Wa-qad kamult sittan wa-tisʻīna fa-alladhī // tawassaʻa fī dhā al-ʻilmi tūsiʻuhu ḥubbā. Wa-yasʼalu ʻAbdu Allāhi dhā al-Khazrajīyu min // muṭāliʻihā itḥāfahu minhu bi-al-duʻā.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,20,Half of folio 84 is torn up. On folio 84b are written some verses of poetry in Maghribi script.,w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,21,"Colophon of al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah: ""Tammat. Katabahā Muḥammad al-Ḥurr, ʻufiya ʻanhu.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,22,"Translation of the colophon of al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah: ""It is completed. Copied by Muḥammad al-Ḥurr, may he be pardoned.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,23,"Colophon of Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah (folio 79a): ""Tamma Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah fī salkh shahr Ramaḍān, yawm al-Thalāth, min sanat ithnayn wa-sabʻīn wa-tisʻimiʼah bi-al-Mashhad al-Aqdas, ʻalá musharrifihi al-ṣalāh wa-al-salām, ʻalá yad al-ʻabd al-faqīr Muḥammad ibn Muḥammad al-Ḥurr, ʻafá Allāh taʻālá ʻanhu. Āmīn.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,24,"Translation of the colophon of Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah: ""Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah was completed at the end of the month of Ramaḍān, on Tuesday, of the year 972 [of the Hijrah = 11 May, 1565], at al-Mashhad al-Aqdas, may prayer and peace be upon him who dignified it by his presence [Probably the eight Shiʻī Imām, ʻAlī al-Riḍā ibn Mūsá, died 818 or 819], by the hand of the poor servant Muḥammad ibn Muḥammad al-Ḥurr, may God pardon him. Amen.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,25,"Colophon of Treatise on the new meters in Arabic poetry. No colophon. Text ends with: ""... wa-hādhihi al-abḥr al-thalāthah takhruju min dāʼirat al-mutashābih. Wa-Allāh aʻlam bi-al-ṣawāb.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,26,"Colophon of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān: ""Tammat.""",w
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,27,"Translation of the colophon of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān: ""It is completed.""",w
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,1,Title from incipit.,a
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,2,Romanization supplied by cataloger.,a
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Hādhā 'Dīwān' nādirat al-falak wa-wāsiṭat ʻiqd al-dahr fī ṣināʻat al-shiʻr, naẓm al-Imām al-humām al-ḥādhiq al-fahhām, al-ʻālim al-ʻallām, al-Shaykh Abī Tammām Ḥabīb ibn Aws al-Ṭāʼī. Ḥarf al-Hamzah. Qāla yamdaḥu Khālid ibn Yazīd al-Shaybānī, wa-hādhā ʻalá al-tartīb alladhī rattabahu Abū Bakr al-Ṣūlī, wa-jaʻalahu thamāniyat aṣnāf: Yā mawḍiʻa al-Shadanīyati al-wajnāʼi // wa-muṣāriʻa al-īlāj wa-al-isrāʼi. Addi al-salāma muʻarrifan wa-muḥaṣṣiban // min Khālidi al-maʻrūfi wa-al-hayjāʼi ...""",w
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,4,Secundo folio: Wa-taʻarrafat ʻirfān zākhiratin wa-lam.,w
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,5,16.5 x 21.5 cm; written surface: 10 x 15.5 cm; 14 lines per page.,o
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,6,Binding: In buckram binding with black leather on spine with decoration in gold.,o
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,7,"In good naskh script, in black ink, on white paper; headings in red, some in bold black script; catchwords.",ow
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,8,"Colophon: ""Bi-yad kātibihi ʻAbd al-Aḥad Karjī. Fī 12 T 1 [Tishrīn al-Awwal], sanat 1856.""",w
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,9,"Translation of the colophon: ""By the hand of its copyist ʻAbd al-Aḥad Karjī. On 12 Tishrīn al-Awwal [October], 1856.""",w
14527698,"Mrs. C. Corey letter, Valley City, North Dakota, to Mrs. Stenton, 1881 May 28 : manuscript.",1,Title devised by cataloger.,a
14527969,Warfield and Weeks Minstrels broadside : manuscript and print.,1,Title devised by cataloger.,a
14528104,Labranche plantation account book : manuscript.,1,Title devised by cataloger.,a
14533212,"Joseph B. Robinson letter, Houston, Texas, to ""My Darling Wife"", 1865 October 13 : manuscript.",1,Title devised by cataloger.,a
14533481,"Newton F. Sanford letter, Campo Seco, California, to Susan Borden Sanford, Fall River, Massachusetts, 1861 November 28 : manuscript.",1,Title devised by cataloger.,a
14533520,"Peter A. Sarpy letter, Saint Mary, Iowa, to Bird Beers Chapman, Washington City, Utah, 1856 February 10 : manuscript.",1,Title devised by cataloger.,a
14533705,"W. McLane letter, Davenport, Iowa, to David Whitmer, Richmond, Missouri, 1839 July 13 : manuscript.",1,Title devised by cataloger.,a
14534123,"William M. Richards letter, Keokuk, Iowa, to John Richards, Tiffin, Ohio, 1848 April 15 : manuscript.",1,Title devised by cataloger.,a
14534860,"Benjamin C. Card letter, Saint Paul, Minnesota, to William H. Keeling, Leavenworth, Kansas, 1878 March 20 : manuscript.",1,Title devised by cataloger.,a
14544217,"William C. Buckley letter, San Francisco, California, to ""Dear Nephew"", 1855 July 16 : manuscript.",1,Title devised by cataloger.,a
14566126,"Aiken, South Carolina notice appointing John Marjenhoff as slave patrol leader : manuscript.",1,Title devised by cataloger.,a
14606024,"Merced County, California jail register : manuscript.",1,Title devised by cataloger.,a
14606087,Knights of Pythias membership ledger : manuscript.,1,Title devised by cataloger.,a
14607163,Assets Gold Mining Company minute book : typescript.,1,Title devised by cataloger.,a
14610000,"Thomas Williams letter, Xalapa, Mexico, to John R. Williams, 1847 April 21 : manuscript.",1,Title devised by cataloger.,a
14610044,"Jennie A. McGene letter, Denver, Colorado, to “Dear Comrades” : typescript.",1,Title devised by cataloger.,a
14610705,"William Pickering letter, Olympia, Washington, to John L. Loomis, Richmond, Virginia, 1866 April 25 : manuscript.",1,Title devised by cataloger.,a
14611217,"Rufus Ingalls letter, Fort Vancouver, Washington Territory, to William A. Gordon, Washington, D.C., 1858 January 8 : manuscript.",1,Title devised by cataloger.,a
14611512,Pierre Menard business ledger : manuscript.,1,Title devised by cataloger.,a
14623693,Eugene Griswold ledger : manuscript.,1,Title devised by cataloger.,a
14624493,Jean Cleveland Foster address book : manuscript.,1,Title devised by cataloger.,a
14625598,"John Rynex letter, Saint Louis, Missouri, to John B. Macy, Adrian, Michigan, 1841 January 12 : manuscript.",1,Title devised by cataloger.,a
14629857,Henry S. Powell diary : manuscript.,1,Title devised by cataloger.,a
14629929,Imogene Darter diary : manuscript.,1,Title devised by cataloger.,a
14737788,Charles A. Miller scrapbook of a trip west with the rotary club of Buffalo : manuscript.,1,Title devised by cataloger.,a
14740920,Eureka Township justice docket ledger : manuscript.,1,Title devised by cataloger.,a
14740926,Dean Jewett Locke journal : manuscript.,1,Title devised by cataloger.,a
14740931,Anna Sprague Lamson diary : manuscript.,1,Title devised by cataloger.,a
14742075,John Platt diary : manuscript.,1,Title devised by cataloger.,a
14743681,Edwin Paul Hofacker scrapbook : manuscript.,1,Title devised by cataloger.,a
14743746,Scrapbook relating to Church of the Nazarene gatherings : typescript.,1,Title devised by cataloger.,a
14743895,Scrapbook relating to Civil Air Patrol Cadets at Strother Army Air Field : manuscript.,1,Title devised by cataloger.,a
14745265,Willard Norton Mallery diary : manuscript.,1,Title devised by cataloger.,a
14798953,Eleanor Reid Jasper and Austin Jasper scrapbook : manuscript.,1,Title devised by cataloger.,a
14801314,John Denormandie Biles letter to Rachel Malick Biles : manuscript.,1,Title devised by cataloger.,a
14807633,Andrew Glass naturalization document : manuscript.,1,Title devised by cataloger.,a
14862686,Sales presentation book for Black Hills spruce : typescript.,1,Title devised by cataloger.,a
14896051,"Account book of Joseph English, undertaker.",1,Title devised by cataloger.,a
14918095,Scrapbook concerning white supremacists in California : manuscript.,1,Title devised by cataloger.,a
14981229,"Thomas Hainline letter, Georgetown, Texas, to M. Albright, 1857 December 22 : manuscript.",1,Title devised by cataloger.,a
14981231,"Emeline Gray letter, Clarksville, Arkansas, to Fanny Gould, New York, 1843 May 6 : manuscript.",1,Title devised by cataloger.,a
14981232,"E. C. Hardy letter, Toano, Nevada, to Dinsmore & Co., Austin, Nevada, 1872 July 16 : manuscript.",1,Title devised by cataloger.,a
14981233,"L. M. Owen letter, Texana, Texas, to Julia Bronaugh, 1868 May 6 : manuscript.",1,Title devised by cataloger.,a
14981235,"J. O. Reeder letter, Houston, Texas, to F. I. Mann, Gilman, Illinois, 1901 August 28 : manuscript.",1,Title devised by cataloger.,a
14981237,Articles of agreement for the lease of cows and calves in Idaho : manuscript.,1,Title devised by cataloger.,a
14981241,"J. M. Wise letter, Boise, Idaho, to Isaac N. Powell, Chicago, Illinois, 1914 August 11 : typescript.",1,Title devised by cataloger.,a
14981388,"West & Schlotfeldt letter, Grand Island, Nebraska, to W. H. Mann & Co., 1888 January 16 : manuscript.",1,Title devised by cataloger.,a
14981389,"Letter from a cattle driver in California to Mary P. Langdon, 1854 November 26 : manuscript.",1,Title devised by cataloger.,a
15349907,California fishing scrapbook : manuscript.,1,Title devised by cataloger.,a
15524510,"Gideon Johnson Pillow letter, Mexico City, Mexico, to Mary Martin Pillow, 1848 March 17 : manuscript.",1,Title devised by cataloger.,a
15524762,"G. L. Porter letter, Camp Cooke, Montana Territory, to H. Stockton, Springfield, Massachusetts, 1867 October 10 : manuscript.",1,Title devised by cataloger.,a
15524870,"""Joe"" letter, Stockton, California, to ""My dear brother"", 1861 November 27 : manuscript.",1,Title devised by cataloger.,a
15524950,"X. B. Debray letter, Austin, Texas, to ""Sallie"", 1893 April 9 : manuscript.",1,Title devised by cataloger.,a
15525247,"Winfield Scott Edgerly letter, Fort Totten, Dakota Territory, to T. L. Alexander, Louisville, Kentucky, 1875 March 23 : manuscript.",1,Title devised by cataloger.,a
15525337,"Appointment of Joseph W. Brown to captain in the Northern Lenawee Volunteers Company, First Michigan Volunteer Regiment : typescript.",1,Title devised by cataloger.,a
15525351,"Memoranda of clothing and commissary stores required at Fort Benton, Montana : manuscript.",1,Title devised by cataloger.,a
15525451,Invoice of ordnance stores turned over from Major Isaac Lynde to Captain George H. Stewart : manuscript.,1,Title devised by cataloger.,a
15525550,"John Preston Haven letter, San Francisco, California, to Winfield Scott, 1859 October 13 : manuscript.",1,Title devised by cataloger.,a
15525554,"David Hunter letter, Saint Louis, Missouri, to the commander at Fort Leavenworth, Kansas, 1861 November 20 : manuscript.",1,Title devised by cataloger.,a
15525584,"Frederick Ferdinand Low letter, Sacramento, California, to William T. Sherman, Savannah, Georgia, 1865 January 2 : manuscript.",1,Title devised by cataloger.,a
15532075,"E. G. Marshall letter, Fort Kearney, Nebraska, to Henry Prince, 1856 March 31 : manuscript.",1,Title devised by cataloger.,a
15532097,"Dabney Herndon Maury letter, Santa Fe, New Mexico, to John Van Deusen Du Bois, 1860 December 22 : manuscript.",1,Title devised by cataloger.,a
15532250,Special and general orders no 1 : manuscript.,1,Title devised by cataloger.,a
15533163,General orders for the United States Army 131st Regiment of Infantry : typescript.,1,Title devised by cataloger.,a
15533279,"John A. Read letter, Sacramento, California, to Mrs. John V. Berry, 1856 November 24 : manuscript.",1,Title devised by cataloger.,a
15533285,"Zebulon Montgomery Pike letter, Fort Massac, Illinois, to Anthony Wayne, 1797 January 22 : manuscript.",1,Title devised by cataloger.,a
15533483,"Zebulon Montgomery Pike letter, Washington City, to James Madison, 1808 February 10 : manuscript.",1,Title devised by cataloger.,a
15533488,"A. J. Pleasanton letter, Fort Vancouver, Washington, to ""My dear Sanders"", 1859 August 18 : manuscript.",1,Title devised by cataloger.,a
15533602,"William Steele, Austin, Texas, letter to W. H. Runnels, 1875 March 12 : manuscript.",1,Title devised by cataloger.,a
15533611,"James F. Steadman letter, Fort Peck, Montana, to Wilmot P. Sanford, Hudson, New Hampshire, 1877 June 24 : manuscript.",1,Title devised by cataloger.,a
15533671,"Philip Henry Sheridan letter, Chicago, Illinois, to Edward Otho Cresap Ord, 1874 September 21 : manuscript.",1,Title devised by cataloger.,a
15533678,"Richard W. Meade letter, Mare Island, California, to Samuel Lockwood, 1860 May 12 : manuscript.",1,Title devised by cataloger.,a
15533921,Petition to Peter Chester : manuscript.,1,Title devised by cataloger.,a
15537216,"Philip St. George Cooke letter, Fort Gibson, Oklahoma, to George Bomford, Washington, D.C., 1837 January 18 : manuscript.",1,Title devised by cataloger.,a
15537226,"John Montgomery Sterling letter, Cleveland, Ohio, to ""Mr. Huntington"", Cincinnati, Ohio, 1850 February 1 : manuscript.",1,Title devised by cataloger.,a
15537232,Design contract for Brigham Young's tomb : manuscript.,1,Title devised by cataloger.,a
15537461,"Albert Pease letter, Camp of Israel, Council Bluffs, Indian Territory, to ""Dear Mother Brothers & sisters"", 1846 September 27 : manuscript.",1,Title devised by cataloger.,a
15542429,"Charles Magill Conrad letter, Washington, D.C., to ""the Commanders of Military Posts and other Officers of the United States Army"", 1851 April 1 : manuscript.",1,Title devised by cataloger.,a
15542439,Receipt for labor on James J. Strang's highway : manuscript.,1,Title devised by cataloger.,a
15542833,"Grover Cleveland letter, Washington, D.C., to Gilbert A. Pierce, 1885 May 13 : manuscript.",1,Title devised by cataloger.,a
15542840,"Lewis Cass letter concerning Samuel Parker, 1835 February 28 : manuscript.",1,Title devised by cataloger.,a
15542867,"Gabriel James Rains letter, Fort Dalles, Oregon, to Archibald Gracie, 1855 June 1 : manuscript.",1,Title devised by cataloger.,a
15542995,"Gilbert John Murray Kynynmond Elliot, Earl of Minto letter, Ottawa, Ontario, to John H. James, Urbana, Ohio, 1885 November 30 : manuscript.",1,Title devised by cataloger.,a
15543036,"George Gordon letter, Philadelphia, Pennsylvania, to John C. Boyd, Pottville, Pennsylvania, 1848 December 28 : manuscript.",1,Title devised by cataloger.,a
15543038,"Leonard Wood letter, Fort Bowie, Arizona, to the Century Company, New York, New York, 1887 February 2 : manuscript.",1,Title devised by cataloger.,a
15543165,"William T. Sherman letter, Saint Louis, Missouri, to Joseph Jones Reynolds, Little Rock, Arkansas, 1865 August 22 : manuscript.",1,Title devised by cataloger.,a
