bib,title,num,type,note,review,reviewer
12696476,"Tax bill for William Hanham, Cranleigh, Surrey,  August 27th, 1843.",2,w,"Tax bill for William Hanham of Cranley totaling £53/7/3. Taxes to be paid include £14/8/9 for windows, £12/5/0 for servants, £10/10/0 for four wheel carriage drawn by more than 1 horse, £4/4/6 for horses for riding or drawing taxable carriages, £4/4/0 for dogs and a £10 per cent, thereon of £4/17/0.",y,dm
12696476,"Tax bill for William Hanham, Cranleigh, Surrey,  August 27th, 1843.",3,w,"""Assessed taxes to William Hanham Esq. of the Parish of Cranley. Your first assessment in my duplicate for the present year ending 5th April, 1843, of duties not compounded for, delivered to me on the 27 day of August under the acts relating to the duties of assessed taxes, amounts to the sum of 53/7/3 the particulars of which are stated on the back hereof, and the assessment may be seen at my house as undermentioned. If you have any cause to appeal against the same, you must give notice in writing, within twenty-eight days after the above mentioned day to the surveyor of taxes, or to one of the assessors of this place,. Signed: Charles Herington Collector. Residing at Cranley.""",y,dm
12696476,"Tax bill for William Hanham, Cranleigh, Surrey,  August 27th, 1843.",4,w,"""The day of appeal is fixed for the 23 day of Sept. next at Guilford.""",y,dm
12697695,"Licence to drive a motor car or cycle for Frank Wickham of Woolbeding Rectory Cottage, Midhurst.",1,w,"""West Sussex County Council. Motor Car act, 1903. Licence to drive"" in gilt on dark blue pebbled covers.",y,dm
12697695,"Licence to drive a motor car or cycle for Frank Wickham of Woolbeding Rectory Cottage, Midhurst.",2,w,"Driving licence no. 14734 issued by the County of West Sussex. Valid from March 2, 1916-March 1, 1917.",y,dm
12697695,"Licence to drive a motor car or cycle for Frank Wickham of Woolbeding Rectory Cottage, Midhurst.",3,w,"""Frank Wickham of Woolbeding Rectory Cottage, Midhurst, is hereby licensed to drive a motor car or cycle for the period of twelve months from the 2nd day of March 1916 until the 1st day of March 1917 inclusive. S. Thomely : Clerk to the County Council, 51, East Street, Horsham.""",y,dm
12697695,"Licence to drive a motor car or cycle for Frank Wickham of Woolbeding Rectory Cottage, Midhurst.",4,w,"""Endorsements. (Particulars of any endorsement of any Licence previously hald by the person licensed must be entered on this Licence)""--[2] blank pages at end.",y,dm
12697695,"Licence to drive a motor car or cycle for Frank Wickham of Woolbeding Rectory Cottage, Midhurst.",5,o,Completed in pen and ink.,y,dm
12700726,"Bill from the Daily Post Waggon Office, Edinburgh for carriage expenses fo Mr. G. Alexander, Banff.",1,w,"Expenses include carriage (Leith), poterage and booking, and agency [illegible] & warehouse rent, totaling £ 0/3/11. Receipt of payment signed George Mather. 4/November/1812.",y,dm
12700726,"Bill from the Daily Post Waggon Office, Edinburgh for carriage expenses fo Mr. G. Alexander, Banff.",2,o,Completed in pen and black ink.,y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",1,a,Title supplied by cataloger.,y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",2,w,"""No. 24957.""",y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",3,w,"""Griffith Thomas, Clerk of the Company.""",y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",4,w,"""*At 10 A.M. and 3 P.M., precisely. (If at any other hour a fee of 7s.6d.)""",y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",5,w,"""The certificate of death must be delivered to the Minister before the burial can take place.""",y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",6,w,"""No. of grave 10,034.""",y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",7,o,"The London, England, Church of England, Deaths and Burials, 1813-1880 records the burial of Emily Westear, age 25, on 28 Nov. 1865.",y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",8,o,Printed on cream paper.,y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",9,o,Completed in pen and black ink.,y,dm
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",10,o,Includes a Penny Lilac tax stamp affixed at bottom.,y,dm
12702897,"[Billhead of John R. Barklie, Proprietor, 99 Grafton Street, Dublin for items purchased by Mrs. Brewster of 9 Prince Edwards Terrace on March 15/55].",1,a,Title supplied by cataloger.,y,dm
12702897,"[Billhead of John R. Barklie, Proprietor, 99 Grafton Street, Dublin for items purchased by Mrs. Brewster of 9 Prince Edwards Terrace on March 15/55].",2,w,"""Established for the exclusive sale of every article requisite for family mourning.""",y,dm
12702897,"[Billhead of John R. Barklie, Proprietor, 99 Grafton Street, Dublin for items purchased by Mrs. Brewster of 9 Prince Edwards Terrace on March 15/55].",3,o,Printed on cream paper. Engraving at top of page of the store front of John R. Barklie. Text and engraving inside black border.,y,dm
12702897,"[Billhead of John R. Barklie, Proprietor, 99 Grafton Street, Dublin for items purchased by Mrs. Brewster of 9 Prince Edwards Terrace on March 15/55].",4,o,In pen and black ink.,y,dm
12705286,"Maps of the Salt Creek Oil Field showing holdings of the different companies, 1913 September 30.",1,a,Title from cover.,y,dm
12719901,Billhead recording coal purchased by W. Walters from W. Stobart Junr. & Co.,1,w,"The engraved billhead features an illustration of Old Etherley Colliery printed by G. Atkinson, Darlington.",y,dm
12719901,Billhead recording coal purchased by W. Walters from W. Stobart Junr. & Co.,2,w,"""A ticket similiar to this being given with every waggon or cart loaded at the pits, no coal offered in the market is the produce of Old Etherley except accompanied by a ticket.""",y,dm
12719901,Billhead recording coal purchased by W. Walters from W. Stobart Junr. & Co.,3,o,Completed in pen and black ink.,y,dm
12721072,"Billhead recording purchases by the Rev. L. Iremanger from R.J. & S. Garrard, goldsmiths & jewellers.",1,w,"One billhead of R., J. & S. Garrard, London goldsmith and jewelers recording purchases made by the Rev. L. Iremanger dated Oct. 19, 1824. Records purchases made in which Rev. Iremanger buys a mustard pot and ladle totalling £5/4/6. Payment received by Garrards.",y,dm
12721072,"Billhead recording purchases by the Rev. L. Iremanger from R.J. & S. Garrard, goldsmiths & jewellers.",2,w,Includes engraving of Royal coat of arms.,y,dm
12721072,"Billhead recording purchases by the Rev. L. Iremanger from R.J. & S. Garrard, goldsmiths & jewellers.",3,w,"""Bought of R. J. & S. Garrard, late Wakelin & Garrard. Goldsmiths & jewellers, to the King and Royal Family. Panton Street, Haymarket, London.""",y,dm
12721072,"Billhead recording purchases by the Rev. L. Iremanger from R.J. & S. Garrard, goldsmiths & jewellers.",4,o,Completed in pen and black ink.,y,dm
12738607,Manuscript fragment from the Corpus iuris civilis.,1,o,Decoration: rubricated. Intials in blue with red penwork.,y,dm
12738621,Manuscript fragment from the Corpus iuris civilis.,1,o,Decoration: rubricated. Initials in blue with red penwork.,y,dm
12738664,"Poems, 1778-1786.",1,o,"Binding: contemporary heavy paper, stitched.",y,dm
12738790,"Transcript of the record in the Exchequer of what the county of Wilts. paid to the first four shillings aid, 1693.",1,o,Binding: contemporary limp parchment.,y,dm
12750428,Decretum (fragment).,1,o,Script: Gothic bookhand.,y,dm
12750428,Decretum (fragment).,2,o,"Decoration: rubricated, with paragraph marks and small initials in red, green and blue.",y,dm
12750480,Binding fragment containing unidentified text.,1,o,Decoration: Roman numerals heading sections and paragraph marks in red and blue ink.,y,dm
12750533,Binding fragment containing unidentified text.,1,o,Decoration: Roman numerals heading sections and paragraph marks in red and blue ink.,y,dm
12750549,Polychronicon (fragment),1,o,Decoration: rubricated. Initial in blue ink with red penwork. Paragraph marks in red and blue ink.,y,dm
12750558,Polychronicon (fragment).,1,o,Decoration: rubricated. Initial in blue ink with red penwork. Paragraph marks in red and blue ink.,y,dm
12751208,"A terrier of a farm at Cublington in Com. Bucks, belonging to the late Mr. Joseph Neale, and in the tenure & occupation of Henry Stone / surveyed MDCCXXXII by Thos. Williams of Middletonstony.",1,o,Bound in contemporary gilt-tooled leather.,y,dm
12751292,"A treatise on physiological chemistry, 1894.",1,o,Box 1 contains chapters 1-5. Box 2 contains chapters 6-12.,y,dm
12753402,Lecture notes on zoology and geology.,1,o,Bound in contemporary pebbled black cloth.,y,dm
12756650,Beauty and the beast : Rosabelle and Hotspur.,1,o,"Stitched, in green silk thread.",y,dm
12756810,Collection of Medical remedies.,1,a,Title devised by cataloger.,y,dm
12756810,Collection of Medical remedies.,2,o,Decoration: two pages of illustrations of uroscopy cups in red and black ink.,y,dm
12756810,Collection of Medical remedies.,3,o,Layout: single column of varying lengths.,y,dm
12756810,Collection of Medical remedies.,4,o,Binding: contemporary gold-tooled brown leather binding over wood.,y,dm
12756810,Collection of Medical remedies.,5,o,Foliation: 1-20 and 90-175.,y,dm
12756810,Collection of Medical remedies.,6,aw,"The approximate date is taken from folio 174v: ""The kings medicen for the plague used in london anno div. 1545.""",y,dm
12757021,"Papa's keepsake : being stories and verses, funny and grave, for Archie the scholar, and Alan the brave : and a rose for a looking glass, wondrous rare, for my own darling Meggy the fair.",1,o,Binding: Boards covered in red cloth with geometric design embroidered in gold silk thread.,y,dm
12757728,"Household accounts for Prince Frederick, Duke of York, 1790 July 5-29 September 1798.",1,o,Formerly sewn.,y,dm
12757728,"Household accounts for Prince Frederick, Duke of York, 1790 July 5-29 September 1798.",2,o,"Includes two signatures of Prince Frederick, three of G. Hotham, and one of King George III.",y,dm
12758116,Collection of eight ham radio QSL calling cards. 1936-1939.,1,w,Some QSL calling cards are undated.,y,dm
12758116,Collection of eight ham radio QSL calling cards. 1936-1939.,2,w,"A QSL is generated when a first-time contact between two amateur radio operators (hams) or stations occurs. It is an acknowledgement of the listening and is usually the size of a postcard. Each card includes the call sign of its sender along with date and time of the call, equipment used to make the call, and any words or illustrations that describe the ham and his/her home. QSL means, ""Do you confirm receipt of my transmission?"" or ""I confirm receipt of your transmission.""",y,dm
12759270,Specimens of penmanship / by R. Holmden.,1,o,In contemporary marbled wrappers; leather back.,y,dm
12762437,Letters of administration of William Morgan.,1,o,Written on vellum.,y,dm
12762437,Letters of administration of William Morgan.,2,w,"Letters of administration, dated February 8, 1781, of William Morgan, who died aboard the Terrible (privateer) in 1781. The document names his father, William Morgan, as administrator. It is witnessed and also signed by Mark Holman, deputy registrar. Bishop of London probate seal attached.",y,dm
12762932,Will of Patrick Collins.,1,o,Written on vellum.,y,dm
12763016,Will of Patrick Lynch.,1,o,Written on vellum.,y,dm
12763016,Will of Patrick Lynch.,2,w,"Will, dated November 9, 1781, of Richard Lynch, who died aboard the Terrible (privateer) in 1781. This will names his wife, Elizabeth Lynch, as administrator. The document was witnessed and also signed by Mark Holman, deputy registrar. Bishop of London probate seal attached.",y,dm
12769450,Sermones de tempore.,1,o,Layout: single columns of approximately 40 lines.,y,dm
12769450,Sermones de tempore.,2,o,Script: cursive script in black ink.,y,dm
12769450,Sermones de tempore.,3,o,Decoration: Rubricated paraphs and rubrics in margin; titles touched in red.,y,dm
12769450,Sermones de tempore.,4,o,"Binding: blind-tooled leather over beveled wooden boards. Front board has compartments containing labeled busts of Apollo and the muses, surmounted by the title ""Sermones Dei."" A gilt tableau of the Crucifixion is in the central panel, above the Biblical verse ""os non cominu: ex eo."" Back board has busts of the muses with busts of Peter and David in the central panel. Remains of metal clasps.",y,dm
12769450,Sermones de tempore.,5,w,"Date ""1541"" at the foot of f188v.",y,dm
12769450,Sermones de tempore.,6,o,Annotation in red ink in the right margin of f358v: Editi a c e suggesto pop[ul]o cleri[c]ali in loco Tharnouien[si] anno d 1 5 4 8.,y,dm
12769450,Sermones de tempore.,7,w,Title on lower edge: de tempore sermones A.,y,dm
12769450,Sermones de tempore.,8,o,Early modern parchment spine tag: Sermones Clementis de Radymno. Manuscriptum 1539.,y,dm
12769450,Sermones de tempore.,9,o,Intermittent foliation in modern pencil.,y,dm
12769450,Sermones de tempore.,10,o,Manuscript attributed to Radymno in bookseller's description.,y,dm
12769654,"Accounts for the estates belonging to Charles Pierrepont, 1794.",1,a,Title from dealer's description.,y,dm
12769654,"Accounts for the estates belonging to Charles Pierrepont, 1794.",2,o,"Uncut in contemporary half calf, with red morocco label lettered 'Accounts' on spine and dated 1794.",y,dm
12770375,Commonplace book.,1,o,Bound in contemporary gilt-tooled red morocco. Leaves of the volume are of mixed colors.,y,dm
12775803,"Memoranda book, [circa 1665].",1,o,"Genealogical charts are illustrated with 63 hand-colored coats of arms. Title page decorated with Fowles's coat of arms quartered with the arms of his wife, Margaret Jefferay.",y,dm
12775803,"Memoranda book, [circa 1665].",2,o,"Binding: late seventeenth-century or early eighteenth-century paneled, sprinkled calf, gilt; rebacked.",y,dm
12784040,"John Gardner his book : arithmetick, 1750 December 25.",1,o,Binding: original green-stained parchment.,y,dm
12784081,"Treatise on commerical arithmetic, [circa 1773].",1,o,"Binding: contemporary full mottled calf; rebacked, with gilt compartmented spine preserved.",y,dm
12784103,"Physica particularis, [circa 1750].",1,o,"Binding: contemporary full calf, probably French, with compartmented gilt spine.",y,dm
12784137,"Mustapha, [circa 1680].",1,o,Ownership inscription on first page at left of title: Elyzebeth Walsingham her boock. 1680.,y,dm
12784137,"Mustapha, [circa 1680].",2,o,Ownership inscription on front pastedown: Madam Christian Bennet.,y,dm
12784137,"Mustapha, [circa 1680].",3,o,"Binding: contemporary full dark brown paneled morocco, gilt, with floral cornerpieces.",y,dm
12784336,"Sir Thomas Overbury's observations on the United Provinces, [circa 1625].",1,a,Title from front cover.,y,dm
12784336,"Sir Thomas Overbury's observations on the United Provinces, [circa 1625].",2,o,Binding: contemporary limp parchment wrapper.,y,dm
12785654,"Poems, [circa 1630-1639].",1,ow,"Text block foliated 1-47 in a contemporary hand, but with an unnumbered textual leaf between 1 and 2. Blank leaves at the beginning and end of the volume.",y,dm
12785654,"Poems, [circa 1630-1639].",2,o,"""Gower"" written in upper-right corner of first blank page (unfoliated).",y,dm
12785654,"Poems, [circa 1630-1639].",3,w,Byname: Gower Manuscript.,y,dm
12785654,"Poems, [circa 1630-1639].",4,o,"Binding: contemporary limp parchment, gilt; central gilt lozenge within a single line frame. Two tie holes in each cover.",y,dm
12786106,Sermones de sanctis.,1,o,Bookseller's description pasted to front flyleaf.,y,dm
12786106,Sermones de sanctis.,2,o,Script: each of the three sections in a gothic bookhand influenced by secretarial script.,y,dm
12786106,Sermones de sanctis.,3,o,Decoration: rubricated. Paragraph marks and initials in red.,y,dm
12786106,Sermones de sanctis.,4,o,Binding: alum-tawed sheepskin over wooden boards; 3 double alum-tawed sewing supports; original end bands intact. Rust marks and holes from original chain attachment; remains of metal catch.,y,dm
12792981,Borders and miniatures from a book of hours.,1,w,"Scrapbook has been attributed to Albert Henry Warren (1830-1911), painter and illustrator.",y,dm
12792981,Borders and miniatures from a book of hours.,2,o,One leaf with upper corner cut away.,y,dm
12804244,Bible (fragments).,1,o,Script: gothica textualis.,y,dm
12804244,Bible (fragments).,2,o,"Decoration: rubricated. The volume contains 39 illuminated marginal initials, many with long marginal extensions incorporating animals or monsters. The disbound leaves contain several smaller initials. Some illuminated initials, and some leaves that most likely contained illuminated initials, appear to have been cut out in the disbound leaves.",y,dm
12804244,Bible (fragments).,3,o,"Binding: seventeenth-century Cambridge-style paneled calf, blind-tooled; rebacked.",y,dm
12812591,Guitar music : [song texts],1,o,"Manuscript, in several hands.",y,dm
12812591,Guitar music : [song texts],2,o,On back of front cover: Miss Helen E. Weaver ...,y,dm
12812591,Guitar music : [song texts],3,w,Authors unnamed.,y,dm
12812618,[Guitar fingering chart],1,o,Ms. illustration of guitar fingering chart.,y,dm
12812618,[Guitar fingering chart],2,o,From the library of Luigi Sagrini.,y,dm
12812618,[Guitar fingering chart],3,o,"From the Mary Belle Swingle Guitar Collection: ""given to me by R. Ridgill Trout, Pa Robson 2/1929.""",y,dm
12812676,"Bible, Luke (Vulgate) (fragment).",1,o,Script: written in uncial script and occasionally punctuated with a punctus. A later hand has added a punctus in Luke 13.5.,y,dm
12812676,"Bible, Luke (Vulgate) (fragment).",2,o,"Decoration: the initials are slightly enlarged and are written on the inner vertical bounding line; and one initial ""E"" is filled with orange.",y,dm
12812769,"Pseudo-Augustine, Sermon 190 (from a Homilary) (fragment).",1,o,Script: Luxeuil minuscule.,y,dm
12812769,"Pseudo-Augustine, Sermon 190 (from a Homilary) (fragment).",2,o,Decoration: 1-line capitals are written in brown uncials and are not set apart from the text.,y,dm
12813528,Regula ad Monachos (fragment).,1,o,Script: written in Visigothic minuscule.,y,dm
12813528,Regula ad Monachos (fragment).,2,o,"Decoration: 2-line initials in brown uncials with occasional red-orange filling; 1-line initials in brown uncials; chapter headings in a script with both Visigothic and uncial elements; punctuated with puncti (occaionally, punctus elevatus).",y,dm
12814943,"Bible, Esther (Vulgate) (fragment).",1,o,Script: written by several scribes in Caroline minuscule; corrections added by contemporary hands.,y,dm
12814943,"Bible, Esther (Vulgate) (fragment).",2,o,"Decoration: 1-line capitals in brown uncials; some orange-red uncials; punctuation consisting of punctus, punctus elevatus, and vigule.",y,dm
12814943,"Bible, Esther (Vulgate) (fragment).",3,o,Former call number: Beinecke MS 482.1B (f. 2).,y,dm
12815959,"Bible, Job (Vulgate) (fragment).",1,o,Script: written in Caroline minuscule; a later hand has made some corrections.,y,dm
12815959,"Bible, Job (Vulgate) (fragment).",2,o,"Decoration: 1- and 2-line initials in brown uncials; running titles in brown rustic capitals; punctuation consisting of punctus elevatus, punctus versus, and punctus interrogativus.",y,dm
12817225,"Bible, Prophets (Vulgate) (fragment).",1,o,Script: written in Caroline minuscule; a later hand has altered some punctuation; modern hands have added some textual indentifications and numbering.,y,dm
12817225,"Bible, Prophets (Vulgate) (fragment).",2,o,"Decoration: 1-line initials in brown uncials; brown and/or orange-red rustic capitals on ff. 5r, 6r, and 12v; brown or/and orange-red uncials on f. 11r and v; punctuation consisting of punctus, punctus elevatus, punctus versus, and punctus interrogativus; and quire signatures ""v,"" ""vi,"" and ""vii"" appear on ff. 4v, 8v, and 10v, respectively, suggesting the manuscript fragments preserve portions of the last five quires of a ten-quire manuscript.",y,dm
12817225,"Bible, Prophets (Vulgate) (fragment).",3,o,"Former call numbers: Beinecke MS 482.6A (f. 4), B (f. 9), C (f. 3), D (f. 6), E (f. 11), F (f. 2), G (f. 1), H (f. 8), I (f. 7), J (f. 5), K (f. 10); Beinecke MS 482.5A (f. 6), B (f. 9), D (f. 12), A (f. 14), and C (f. 15).",y,dm
12821652,Peri Archon (De principiis) (fragment).,1,o,Script: Written in Caroline minuscule; corections added by a late 14th or early 15th century hand; an undeciphered annotation added by a modern hand.,y,dm
12821652,Peri Archon (De principiis) (fragment).,2,o,Decoration: 1-line capitals in brown uncials; punctuation includes the punctus.,y,dm
12821660,South German Homiliary (fragment).,1,o,Script: Written in Caroline minuscule; the letters have been almost entirely retraced due to (perhaps 11th century) water damage.,y,dm
12821660,South German Homiliary (fragment).,2,o,"Decoration: 2-line intials in brown uncials; some highlighting in red; traces of a rubric between the two sermons; punctuation consisting of the punctus, punctus versus, and punctus elevatus.",y,dm
12821660,South German Homiliary (fragment).,3,o,Another copy of this homilary is found in Beinecke MSS 482.4 and 484.2.,y,dm
12821681,Expositio in Regulam S. Benedicti (fragment).,1,o,"Script: Written in Caroline minuscule, with accents added by a later hand; marginal references added by a 16th century cursive hand.",y,dm
12821681,Expositio in Regulam S. Benedicti (fragment).,2,o,"Decoration: 1-line capitals in brown uncials, with occasional rustic capital forms; the rubric of chap. 73 and qutations from the Regula S. Benedicti written in bright orange ink; punctuation consisting of punctus, punctus elevatus, punctus versus, and a series of three puncti.",y,dm
12821728,In Iohannis Evangelium Tractus cxxiv (fragment).,1,o,Script: written in Caroline minuscule; annotations added by modern hands.,y,dm
12821728,In Iohannis Evangelium Tractus cxxiv (fragment).,2,o,"Decoration: 4-line initial ""I,"" in orange with foliate ornamentation, beginning Tractus 36; 2-line initial ""A"" in a similar style; 1-line initials in brown uncials; rubrics in orange rustic capitals; punctuation consisting of the punctus, punctus elevatus, punctus versus, punctus interrogativus, and the punctus flexus.",y,dm
12821779,Moralia in Iob (fragment).,1,o,"Script: written in Caroline minuscule, with marginal notation (on f. 1v) in a contemporary hand, probably the text scribe.",y,dm
12821779,Moralia in Iob (fragment).,2,o,"Decoration: 1- and 2-line initials in brown uncials; punctuation consisting of the punctus, punctus elevatus, and punctus interrogativus.",y,dm
12821779,Moralia in Iob (fragment).,3,o,Former call numbers: Beinecke MS 482.17 (f. 2).,y,dm
12821831,Homiliary (fragment).,1,o,Script: written in Caroline minuscule; corrections added in dark ink by a contemporary hand; annotations identifying biblical passages and Augustine's tractates added in pencil by a modern hand.,y,dm
12821831,Homiliary (fragment).,2,o,"Decoration: 4-line initial ""P"" in brown and red on f. 2r; 1-line intials in brown uncials; rubric in red uncials; punctuation consisting of the punctus, punctus elevatus, punctus versus, and the punctus interrogativus.",y,dm
12824136,Homily II.10 (from a Homiliary) (fragment).,1,o,Script: written in Caroline minuscule; corrections added in darker ink by a contemporary hand.,y,dm
12824136,Homily II.10 (from a Homiliary) (fragment).,2,o,"Decoration: 1-line initials in brown rustic capitals or uncials; punctuation consisting of the punctus, punctus elevatus, punctus versus, and punctus interrogativus.",y,dm
12824136,Homily II.10 (from a Homiliary) (fragment).,3,o,Former call numbers: Beinecke MS 482.7 (column B of the folio).,y,dm
12824260,Lectionary (fragment).,1,o,Script: written in Caroline minuscule.,y,dm
12824260,Lectionary (fragment).,2,o,"Decoration: 1-line initials in brown uncials with occasional square capital forms, frequently filled with dark red ink; rubics in dark red square capitals mixed with uncial and minuscule forms; punctuation consisting of punctus, punctus elevatus, punctus versus, and punctus interrogativus.",y,dm
12824260,Lectionary (fragment).,3,o,Former call numbers: Beinecke MS 482.10 (f. 1).,y,dm
12824266,Vita S. Gregorii Magni (fragment).,1,o,Script: written in Caroline minuscule.,y,dm
12824266,Vita S. Gregorii Magni (fragment).,2,o,Decoration: 1-line initials in brown uncials; punctuation consisting of the punctus.,y,dm
12824281,Passionary (fragment).,1,o,Script: written in Caroline minuscule; corrections added in a lighter ink; accents added y a later hand.,y,dm
12824281,Passionary (fragment).,2,o,"Decoration: 1-line initials in a mixed form of uncial and rustic in brown ink; rubrics in red majuscules; on f. 1v, an 11-line initial ""T,"" in the ""early geometric style"" of central and northern Italy in the late 11th and early 12th centuries; on f. 2v, a large initial has been cut out.",y,dm
12827692,"Index to Description of Strawberry Hill, not after 1824.",1,a,Date based on date of William Bawtree's death.,y,dm
12827692,"Index to Description of Strawberry Hill, not after 1824.",2,o,"Mounted on page 233 of William Bawtree's extra-illustrated copy of Horace Walpole's: A description of the villa of Mr. Horace Walpole. Strawberry Hill : Printed by Thomas Kirgate, 1784. See A.T. Hazen's Bibliography of the Strawberry Hill Press (1973 ed.), no. 30, copy 11.",y,dm
12828074,Illuminated leaf from a gradual (Beinecke MS 42).,1,o,The leaf was originally part of a Gradual that is now Beinecke MS 42. The evidence is that it followed folio 52.,y,dm
12828074,Illuminated leaf from a gradual (Beinecke MS 42).,2,o,This leaf has been attributed to Attavante degli Attavanti.,y,dm
12828074,Illuminated leaf from a gradual (Beinecke MS 42).,3,o,"Decoration: in addition to the large historiated initial, the wide border contains numerous putti and eight figurative rondels.",y,dm
12831532,"Letter : Washington, to Jeremiah S. Black, 1857 April 4.",1,o,Accompanied by a typed transcript made by an unidentified transcriber.,y,dm
12832032,"Letter : Santa Fe, New Mexico, to John Munroe, Santa Fe, New Mexico, 1850 June 12.",1,o,Accompanied by a typed transcript of the letter made by an unidentified transcriber.,y,dm
12836130,Antiphonary (fragment).,1,o,Script: written in Caroline minuscule.,y,dm
12836130,Antiphonary (fragment).,2,o,"Decoration: 2-line initials in red capitals, set apart from the text; rubrics written in red minuscule; interlinear neumes in the St. Gall style; neumed differentiae (evovae) provided in the outer margins for antiphons with full text; punctuated with punctus placed on base line.",y,dm
12836130,Antiphonary (fragment).,3,o,"Other leaves from the same antiphonary are preserved in the bindings of Lambach, Stiftsbibliothek, Cml XVI (2 leaves) and Cml LXXIII (the Lambach Rituale, 1 leaf).",y,dm
12836142,Opus paschale (fragment).,1,o,Script: written in Caroline minuscule.,y,dm
12836142,Opus paschale (fragment).,2,o,"Decoration: 2-line initials in brown uncials, between the double bounding lines; 1-line initials in brown uncials. Incipits, explicits, and chapter titles written in orange-red rustic capitals; punctuated with punctus and punctus versus. Corrections and marginal notes by a contemporary or slightly later hand.",y,dm
12836150,Antiphonary (fragment).,1,o,Script: written in late Caroline minuscule.,y,dm
12836150,Antiphonary (fragment).,2,o,"Decoration: 2-line initial ""Q"" on f. 1v in red; 1-line initials in brown capitals with uncial M and an enlarged minuscule e; rubrics written in red minuscule, with occasional use of uncial M; interlinear neumes in the St. Gall style; punctuated with punctus placed on the base line; cross-shaped ""+"" mark in brown ink on f. 1r.",y,dm
12836199,De trinitate (fragment).,1,o,Script: written in Caroline minuscule.,y,dm
12836199,De trinitate (fragment).,2,o,"Decoration: crude 6-line initial ""D"" and 5-line initial ""L"" in brown and orange-red ink, L terminates in a bird's head; 1-line initials in brown uncials with enlarged minuscule ""e"" and frequently touched in red on f. 1r; incipits and explicits in brown rustic capitals and the word explicit traced in red; punctuated primarily with punctus; three scribes; scribe one occasionally uses punctus elevatus and punctus versus; contemporary corrections in lighter ink.",y,dm
12836276,"Bible, 1 Kings (fragment).",1,o,Script: written in Caroline minuscule.,y,dm
12836276,"Bible, 1 Kings (fragment).",2,o,"Decoration: Large 1-line initials in brown square capitals with the round form of E; smaller 1-line initials written in brown rustic capitals with an enlarged minuscule ""e""; punctuated with punctus, punctus versus, and punctus interrogativus; accents added by later hand; a hand in darker ink altered punctuation and made several corrections.",y,dm
12836276,"Bible, 1 Kings (fragment).",3,o,Condition: many worm holes; the letters have been retraced over earlier letters which were presumably damaged by water; another MS from Lambach with similar water damage is Beinecke MS 481.8.,y,dm
12836354,"Bible, Ezechiel (fragment).",1,o,Script: written in Caroline minuscule.,y,dm
12836354,"Bible, Ezechiel (fragment).",2,o,"Decoration: 2-line initials in brown rustic capitals; portion of a running head in red in the upper margin of the verso; punctuated with punctus, punctus elevatus, punctus versus and punctus interrogativus; a contemporary hand has made some corrections and added a paraph at the beginning of chapter 20.",y,dm
12836387,Noted Breviary (Nocturnale) (fragment).,1,o,Script: written in Caroline minuscule.,y,dm
12836387,Noted Breviary (Nocturnale) (fragment).,2,o,"Decoration: written in two sizes, with a smaller script for the chants and a larger script for the lessons; drawing of a face with the words "" Vita S. Uodalrici episcopi et confessoris"" in brown ink; 2-line initial ""V"" at the beginning of the office on f. 2r is a red square capital; 1- and 2-line initials of lessons are in red uncials or square capitals; 1-line chant initials are brown uncials; rubrics written in red capitals; punctuated with the punctus for end of chants and punctus elevatus for lessons; antiphons and responses have interlinear neumes in the St. Gall style.",y,dm
12836408,Noted Breviary (fragment).,1,o,Script: written in Caroline minuscule.,y,dm
